lon_e,lat_n,conc_items_m3,conc_mg_m3,conc_armonizada_items_m3,fecha_muestreo,rio,malla,metodo,referencia,malla_um,anio,region_aprox
-8.81,39.75,4.94,,57.32,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.86,39.86,5.46,,63.35,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.96,39.88,5.59,,64.86,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.97,39.88,0.0,,0.0,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
-8.97,39.88,0.0,,0.0,2020February, Lis River,150µm,Net,"Sá B, Pais J, Antunes J, et al. Seasonal abundance and distribution patterns of microplastics in the Lis River, Portugal[J]. Sustainability, 2022, 14(4): 2255.",150.0,2020.0,Europa
113.58,22.8,0.04,0.18,0.62,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.56,22.74,0.13,0.31,1.88,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.5,22.7,0.02,0.05,0.27,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.52,22.57,0.33,0.14,4.79,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.4,22.23,0.04,0.2,0.59,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.29,22.14,0.03,0.01,0.39,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.12,22.22,0.03,0.02,0.39,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.07,22.28,0.05,0.67,0.72,2018January,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.58,22.8,0.32,1.49,4.61,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.56,22.74,0.06,0.35,0.91,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.5,22.7,0.12,0.16,1.75,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.52,22.57,0.36,0.75,5.19,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.4,22.23,0.1,0.15,1.42,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.29,22.14,0.04,0.03,0.63,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.12,22.22,0.0,0.01,0.07,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.07,22.28,0.04,0.04,0.57,2018April,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.58,22.8,0.36,1.83,5.22,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.56,22.74,0.09,0.2,1.34,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.5,22.7,0.08,0.19,1.19,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.52,22.57,0.14,0.26,1.97,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.4,22.23,0.04,0.05,0.59,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.29,22.14,0.08,0.3,1.19,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.12,22.22,0.03,0.17,0.37,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.07,22.28,0.13,0.26,1.85,2018June,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.58,22.8,0.18,0.43,2.52,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.56,22.74,0.15,1.53,2.13,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.5,22.7,0.1,0.08,1.37,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.52,22.57,0.13,0.51,1.88,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.4,22.23,0.56,1.13,7.99,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.29,22.14,0.04,0.13,0.6,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.12,22.22,0.04,0.07,0.59,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.07,22.28,0.05,0.5,0.7,2018August,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.58,22.8,0.71,1.24,10.22,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.56,22.74,0.08,0.16,1.08,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.5,22.7,0.04,0.05,0.57,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.52,22.57,0.18,0.19,2.56,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.4,22.23,0.03,0.02,0.46,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.29,22.14,0.08,0.04,1.11,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.12,22.22,0.13,0.19,1.91,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
113.07,22.28,0.07,0.13,1.02,2018December,Pearl River Delta,300µm,Net,"Mai L, You S N, He H, et al. Riverine microplastic pollution in the Pearl River Delta, China: are modeled estimates accurate?[J]. Environmental science & technology, 2019, 53(20): 11810-11817.",300.0,2018.0,Asia
117.17,39.16,13000.0,,120745.95,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.16,39.16,10000.0,,92881.5,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.17,39.16,10000.0,,92881.5,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.18,39.15,11000.0,,102169.65,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.21,39.08,9000.0,,83593.35,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.26,39.08,9000.0,,83593.35,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.41,39.02,12000.0,,111457.8,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.45,39.02,15000.0,,139322.25,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.46,39.03,11000.0,,102169.65,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.45,39.02,17000.0,,157898.55,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.49,39.01,9000.0,,83593.35,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.53,39.01,9000.0,,83593.35,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
117.58,38.98,10000.0,,92881.5,2019April,Haihe River,20µm,Net,"Liu Y, You J A, Li Y J, et al. Insights into the horizontal and vertical profiles of microplastics in a river emptying into the sea affected by intensive anthropogenic activities in Northern China[J]. Science of the Total Environment, 2021, 779: 146589.",20.0,2019.0,Asia
