Species,disp,scenario,Lat50,Ele50
Veronica anagallis-aquatica,Zoochor,7,-1.531,2.832
Townsendia grandiflora,Anemochor,15,0.664,3.197
Palicourea conferta,Zoochor,12,-2.194,5.478
Veronica chamaedrys,Zoochor,8,-2.312,2.34
Polystichum lepidocaulon,Anemochor,3,4.096,2.444
Elaeagnus lanceolata,Zoochor,9,3.222,2.128
Asclepias pringlei,Anemochor,6,-5.364,3.131
Hoffmannia discolor,Zoochor,1,1.219,4.451
Fischeria scandens,Anemochor,2,-0.768,4.853
Dimorphandra exaltata,Autochor,4,4.786,5.313
Mortonia latisepala,Anemochor,2,2.161,3.704
Lithocarpus skanianus,Zoochor,2,2.693,2.615
Salvia peninsularis,Autochor,1,1.814,3.753
Cryptocarya rigida,Zoochor,1,-0.986,3.108
Petrophile filifolia,Autochor,6,-1.239,5.583
Protium heptaphyllum,Zoochor,12,1.513,6.453
Rauvolfia ligustrina,Zoochor,6,2.878,5.337
Erysimum aureum,Autochor,14,1.055,2.255
Plantago australis,Zoochor,5,-0.128,3.279
Myrceugenia myrtoides,Zoochor,8,5.409,4.672
Cistus libanotis,Autochor,5,1.827,3.932
Weinmannia sorbifolia,Anemochor,5,13.464,3.219
Brunsvigia grandiflora,Anemochor,12,1.256,2.924
Campanula andrewsii,Anemochor,9,0.678,2.392
Genipa spruceana,Zoochor,15,-7.71,6.438
Baccharis crispa,Anemochor,2,1.438,3.931
Pedicularis rhinanthoides,Autochor,2,0.902,1.133
Cosmibuena macrocarpa,Anemochor,16,-6.308,4.745
Phyllanthus virgatus,Autochor,6,2.108,4.832
Psammisia guianensis,Autochor,5,-6.338,3.898
Eucalyptus incrassata,Anemochor,10,-0.961,5.623
Vaccinium myrtillus,Zoochor,3,-4.35,0.55
Vaccinium euryanthum,Zoochor,10,-12.745,3.387
Asimina parviflora,Zoochor,8,7.066,5.676
Desmodium glutinosum,Zoochor,5,0.221,4.066
Psychotria cornejoi,Zoochor,2,-0.044,3.609
Rhynchocladium steyermarkii,Autochor,2,-3.245,3.997
Mallotus tenuifolius,Zoochor,9,3.293,2.655
Persoonia cymbifolia,Zoochor,4,0.415,5.905
Ligusticum filicinum,Autochor,13,1.746,1.688
Hymenocoleus hirsutus,Zoochor,9,-0.566,4.895
Iseilema dolichotrichum,Anemochor,15,6.247,6.184
Myrcia huallagae,Zoochor,13,-1.136,5.023
Inga striolata,Zoochor,1,3.436,5.232
Asplenium marattioides,Anemochor,11,-1.35,3.586
Dalembertia populifolia,Zoochor,15,6.344,3.627
Bejaria sprucei,Anemochor,7,-0.392,4.632
Lepechinia betonicifolia,Zoochor,10,-1.931,3.359
Mandevilla laxa,Anemochor,8,20.806,3.918
Ipomoea bolusiana,Autochor,2,4.376,5.421
Carex lachenalii,Autochor,2,-5.16,-6.27
Gyrostemon ditrigynus,Zoochor,15,-3.738,5.97
Psychotria vellosiana,Zoochor,4,5.064,3.944
Schefflera varisiana,Zoochor,1,-1.726,3.094
Kniphofia ritualis,Autochor,4,4.786,3.37
Elymus tsukushiensis,Anemochor,1,3.72,2.236
Helianthus decapetalus,Anemochor,3,-2.227,2.281
Malperia tenuis,Anemochor,11,1.758,4.167
Noisettia orchidiflora,Zoochor,9,-1.717,3.79
Sisymbrium luteum,Autochor,2,2.085,0.397
Eriochrysis holcoides,Anemochor,2,7.35,4.886
Sisyrinchium tenuifolium,Autochor,8,-1.136,3.349
Clethra rosei,Anemochor,3,-2.47,3.725
Ammoselinum popei,Anemochor,14,2.133,5.397
Bactris oligocarpa,Zoochor,1,-0.289,5.805
Searsia pallens,Zoochor,7,2.267,3.074
Pecluma choquetangensis,Anemochor,9,-7.123,3.392
Centropogon cordifolius,Zoochor,12,12.063,3.963
Bulbine alata,Anemochor,11,6.888,5.495
Senna pilifera,Autochor,11,5.941,5.6
Styrax griseus,Zoochor,9,0.201,5.017
Myrcia huallagae,Zoochor,7,4.323,7.049
Vitis bryoniifolia,Zoochor,8,3.164,3.975
Molongum laxum,Anemochor,11,-14.424,6.101
Colobanthus apetalus,Anemochor,1,-2.352,4.239
Plinia povedae,Zoochor,1,-15.124,3.224
Ardisia dodgei,Zoochor,4,-29.426,6.61
Lawrencia densiflora,Anemochor,10,2.855,5.462
Parthenium alpinum,Hemerochor,1,0.143,3.723
Diplazium prominulum,Anemochor,13,1.46,2.97
Neurolaena lobata,Anemochor,5,0.372,3.882
Doryopteris ornithopus,Anemochor,5,2.162,4.183
Parthenocissus quinquefolia,Zoochor,4,3.575,4.354
Ilex amelanchier,Zoochor,5,3.445,5.732
Xyris gerrardii,Autochor,16,1.648,3.809
Clitoria mexicana,Autochor,6,7.147,3.958
Simira gardneriana,Anemochor,12,1.89,5.45
Ilex verticillata,Zoochor,14,0.041,3.656
Verticordia eriocephala,Zoochor,8,1.904,6.051
Alepidea capensis,Anemochor,5,-0.171,3.225
Pleuropogon sabinei,Autochor,14,0.903,-0.94
Pterocarya fraxinifolia,Zoochor,3,2.192,1.95
Chamaecrista cathartica,Autochor,12,1.599,4.021
Coptosperma madagascariense,Zoochor,15,1.421,4.239
Diphysa americana,Chamaechor,1,-1.827,3.885
Ruellia laxa,Autochor,9,-1.895,2.791
Apodanthera laciniosa,Zoochor,6,0.813,4.97
Juncus krameri,Anemochor,13,3.528,2.669
Hydrochorea marginata,Autochor,14,-4.173,5.835
Piper psilorhachis,Zoochor,1,0.316,4.974
Flourensia fiebrigii,Anemochor,13,-3.434,3.194
Hibiscus bifurcatus,Autochor,6,2.654,5.701
Machaerium hirtum,Anemochor,15,3.672,4.619
Allowissadula holosericea,Anemochor,13,1.013,3.134
Macoubea sprucei,Zoochor,8,-4.15,7.721
Anthurium schlechtendalii,Zoochor,13,-0.478,3.983
Xyris regnellii,Autochor,8,8.029,5.083
Suksdorfia ranunculifolia,Anemochor,10,2.207,1.451
Clerodendrum polycephalum,Autochor,16,0.917,5.471
Calathea altissima,Zoochor,5,-7.226,5.368
Ptilagrostis dichotoma,Zoochor,10,0.803,1.839
Hemigenia exilis,Zoochor,16,3.894,5.95
Kissenia capensis,Zoochor,12,1.05,3.917
Prostanthera hindii,Autochor,5,-0.876,2.804
Anodopetalum biglandulosum,Anemochor,12,-1.054,3.037
Lycopodiella prostrata,Anemochor,2,6.472,6.76
Hirpicium diffusum,Anemochor,7,-2.358,4.082
Henriettea ramiflora,Zoochor,7,0.738,6.911
Isolepis victoriensis,Zoochor,7,1.946,4.979
Lysimachia paridiformis,Anemochor,15,3.566,2.329
Asplenium uniseriale,Anemochor,5,0.767,3.104
Sida repens,Autochor,12,1.942,4.755
Atriplex hypoleuca,Anemochor,10,-2.214,4.692
Limeum fenestratum,Autochor,6,2.022,5.365
Andropogon carinatus,Autochor,15,4.931,5.326
Lepisorus thunbergianus,Anemochor,14,3.741,2.278
Verbascum phoeniceum,Hemerochor,6,-1.826,3.881
Lindera akoensis,Zoochor,10,4.743,3.002
Clematis fusca,Anemochor,3,0.725,-8.015
Solanum jucundum,Autochor,7,-1.61,5.324
Myristica inutilis,Zoochor,1,-7.1,4.182
Lemna turionifera,Zoochor,10,0.422,3.149
Medinilla chermezonii,Anemochor,3,-26.666,3.636
Zyrphelis microcephala,Anemochor,5,-0.763,2.858
Puelia schumanniana,Anemochor,7,5.831,6.307
Potentilla canadensis,Zoochor,16,0.277,2.932
Echinodorus longipetalus,Autochor,3,8.292,6.951
Calamagrostis longiseta,Autochor,6,10.757,1.652
Cerastium alpinum,Zoochor,4,-7.616,-12.031
Salvia clevelandii,Autochor,3,-0.576,3.349
Hordeum pusillum,Autochor,7,3.25,4.449
Potentilla pedata,Zoochor,11,1.857,1.962
Kohleria peruviana,Autochor,7,8.345,4.689
Lycium shawii,Anemochor,13,0.904,4.061
Mimusops membranacea,Zoochor,4,-7.098,4.508
Lotus utahensis,Anemochor,5,-0.012,2.125
Peperomia incana,Zoochor,15,2.297,3.078
Diphasiastrum alpinum,Anemochor,2,-1.561,-4.385
Castilleja subinclusa,Anemochor,14,1.475,2.395
Saxifraga occidentalis,Anemochor,1,0.374,0.631
Randia malacocarpa,Zoochor,3,8.593,6.223
Pluchea oblongifolia,Anemochor,16,0.6,3.527
Salvia eremostachya,Autochor,1,-0.977,2.688
Piper mestonii,Zoochor,1,-7.029,4.134
Leandra variabilis,Zoochor,10,1.962,2.979
Tillandsia pueblensis,Anemochor,13,-2.494,2.74
Delphinium elatum,Anemochor,5,-1.163,-1.328
Orthion subsessile,Autochor,14,-4.968,4.852
Lobelia trivialis,Zoochor,1,5.211,3.189
Wahlenbergia albomarginata,Anemochor,13,-2.834,5.431
Erica scabriuscula,Autochor,11,-1.807,3.072
Lachnaea penicillata,Zoochor,4,1.507,2.789
Buchenavia hoehneana,Zoochor,6,2.209,4.354
Jasminum angulare,Zoochor,12,-0.309,3.38
Drymonia coccinea,Anemochor,12,-1.469,6.412
Potentilla canadensis,Zoochor,7,0.199,2.817
Homoranthus melanostictus,Zoochor,8,-0.713,6.36
Cuphea carajasensis,Autochor,1,-10.314,3.454
Salix serissima,Anemochor,3,-2.621,-5.13
Ardisia nigropunctata,Zoochor,10,1.777,3.26
Aethionema armenum,Anemochor,15,2.134,1.947
Ornithogalum sigmoideum,Anemochor,9,1.95,3.273
Thryptomene urceolaris,Zoochor,7,2.566,5.799
Cephalipterum drummondii,Anemochor,6,3.141,5.891
Breynia fruticosa,Zoochor,16,5.463,3.568
Tournefortia ramonensis,Zoochor,7,-7.42,3.59
Eragrostis tenuifolia,Autochor,3,-1.407,4.514
Hieracium recensitum,Zoochor,14,2.122,2.466
Leptorhynchos scaber,Anemochor,4,1.201,5.695
Trichogonia hirtiflora,Anemochor,5,-0.458,2.852
Vicia tenuifolia,Autochor,15,-0.804,3.778
Schefflera robusta,Zoochor,14,-1.499,2.959
Centropogon verbascifolius,Zoochor,7,4.967,4.645
Phyllanthus virgatus,Autochor,15,2.534,5.007
Atractocarpus fitzalanii,Zoochor,13,1.427,2.466
Gomphrena leptophylla,Autochor,12,8.091,7.226
Hemigenia pedunculata,Zoochor,1,1.175,5.422
Azara serrata,Zoochor,14,-0.153,3.102
Spermacoce reflexa,Autochor,8,5.956,6.894
Mikania paranensis,Anemochor,16,1.233,3.417
Lysimachia hybrida,Anemochor,11,0.957,3.997
Struthanthus concinnus,Zoochor,1,1.682,3.604
Handelia trichophylla,Anemochor,3,7.003,1.031
Digitacalia jatrophoides,Anemochor,3,0.393,3.517
Pedicularis parviflora,Autochor,12,-4.713,-9.124
Calibrachoa parviflora,Zoochor,4,2.451,3.937
Philadelphus sericanthus,Zoochor,4,1.568,2.436
Ludwigia leptocarpa,Autochor,13,-0.951,4.64
Vitex orinocensis,Zoochor,10,-0.384,5.274
Malleastrum mandenense,Zoochor,16,-2.254,4.52
Ombrophytum peruvianum,Zoochor,11,9.497,6.174
Carex trichocarpa,Autochor,12,-2.288,3.052
Amphilophium scabriusculum,Anemochor,7,1.925,4.701
Lomatium juniperinum,Autochor,8,1.004,-1.728
Reseda suffruticosa,Hemerochor,16,3.605,3.321
Maerua oblongifolia,Zoochor,6,-6.494,3.827
Gaya tarijensis,Autochor,12,15.046,5.49
Lobelia rhombifolia,Zoochor,9,-2.01,5.222
Oenothera suffrutescens,Autochor,2,1.117,3.919
Androstachys johnsonii,Zoochor,6,-2.944,4.62
Hybanthus fruticulosus,Autochor,15,3.861,4.421
Pycnanthemum verticillatum,Anemochor,12,-1.254,2.401
Guarea ecuadoriensis,Zoochor,2,-4.696,6.334
Parahancornia fasciculata,Zoochor,4,5.769,8.906
Cissus cactiformis,Autochor,9,-0.33,3.855
Aechmea werdermannii,Autochor,14,0.026,3.896
Striga asiatica,Autochor,13,-0.405,4.146
Senna martiana,Autochor,13,-0.817,3.692
Pyrrosia piloselloides,Anemochor,6,-1.909,4.221
Nemastylis tenuis,Autochor,4,-0.787,3.088
Saxifraga hyperborea,Anemochor,16,-6.456,-7.891
Eremophila cordatisepala,Zoochor,13,2.468,5.043
Dicranolepis persei,Zoochor,12,-0.562,6.626
Dryopteris cristata,Anemochor,10,-1.473,3.683
Leucadendron tinctum,Anemochor,3,1.242,3.194
Manettia chrysoderma,Autochor,3,2.433,3.322
Lepidosperma tetraquetrum,Zoochor,2,-2.587,4.789
Garrya fadyenii,Zoochor,1,3.546,3.02
Tephroseris yukonensis,Anemochor,15,-0.18,-7.854
Primula bella,Anemochor,16,8.091,3.018
Mesembryanthemum serotinum,Ombrochor,5,-0.182,3.573
Delphinium parishii,Anemochor,16,3.121,2.422
Lupinus elegans,Autochor,7,1.109,3.358
Lepidospartum squamatum,Anemochor,1,2.105,2.552
Ranunculus altaicus,Zoochor,15,-2.629,-2.959
Carex lurida,Autochor,14,0.244,3.692
Phemeranthus longipes,Zoochor,14,0.527,3.021
Conospermum distichum,Autochor,4,-0.594,5.87
Bartsia alpina,Autochor,15,-1.205,0.767
Desmodium palmeri,Zoochor,10,10.157,3.415
Haplophyton crooksii,Zoochor,10,3.129,2.7
Juglans californica,Zoochor,2,1.145,2.917
Luzula nivea,Zoochor,12,0.08,1.339
Nothofagus moorei,Anemochor,6,-8.459,2.798
Dalea tenuifolia,Anemochor,11,2.192,4.528
Iryanthera tricornis,Zoochor,10,-5.955,6.016
Carex pudica,Autochor,7,2.217,2.356
Genipa americana,Zoochor,4,5.009,7.819
Drypetes principum,Autochor,5,-0.076,5.212
Hyptis uliginosa,Autochor,4,11.927,5.657
Piper reitzii,Zoochor,5,0.703,2.766
Prostanthera rotundifolia,Autochor,13,-1.123,3.375
Fosterella micrantha,Anemochor,12,6.344,4.881
Eleocharis ochrostachys,Autochor,7,-4.1,5.698
Corydalis edulis,Zoochor,13,2.463,3.414
Borya sphaerocephala,Autochor,10,-0.829,5.633
Ocotea nitida,Zoochor,3,8.505,6.365
Asclepias pumila,Anemochor,11,1.608,3.567
Ixora biflora,Zoochor,12,6.616,3.416
Carex ornithopoda,Autochor,1,-0.063,1.896
Austrostipa nullanulla,Autochor,3,6.891,6.013
Pistacia khinjuk,Zoochor,11,4.993,1.701
Myriophyllum balladoniense,Autochor,6,0.677,5.709
Pappophorum mucronulatum,Zoochor,2,1.985,4.385
Plagiogyria fialhoi,Zoochor,9,-1.759,3.247
Eucalyptus cylindrocarpa,Anemochor,12,1.6,5.806
Manfreda variegata,Anemochor,6,1.686,3.801
Blakea subconnata,Anemochor,11,-1.85,3.575
Inga flagelliformis,Zoochor,16,8.29,5.586
Pleurostachys stricta,Autochor,8,1.577,3.608
Artemisia palmeri,Anemochor,5,0.712,2.84
Piper ellipticolanceolatum,Zoochor,7,3.614,4.217
Glandularia aristigera,Anemochor,1,3.73,5.266
Iris aphylla,Autochor,9,-0.185,5.059
Acalypha capillipes,Autochor,8,0.202,3.866
Eustigma oblongifolium,Zoochor,13,2.676,2.52
Aphelandra straminea,Autochor,11,-0.873,4.003
Quercus aliena,Zoochor,14,2.602,2.402
Ferraria variabilis,Autochor,9,-0.091,2.951
Bidens radiata,Autochor,11,-3.934,-1.987
Orostachys thyrsiflora,Anemochor,7,2.034,0.133
Buchnera dura,Autochor,16,1.088,3.093
Actinocephalus divaricatus,Autochor,15,-1.275,3.196
Crataegus brainerdii,Zoochor,7,-1.216,1.516
Hyacinthoides mauritanica,Hemerochor,6,-0.117,4.091
Hibiscus aethiopicus,Autochor,7,0.476,3.257
Pachycarpus natalensis,Anemochor,6,0.835,2.886
Eucalyptus obconica,Anemochor,2,4.17,6.611
Ludwigia leptocarpa,Autochor,8,1.51,6.722
Periploca laevigata,Anemochor,1,1.872,3.31
Cleidion javanicum,Hemerochor,11,-0.811,3.959
Drymaria viscosa,Zoochor,13,-1.004,3.001
Lomatium graveolens,Autochor,9,1.426,1.73
Cladium jamaicense,Autochor,6,3.942,5.079
Wedelia regis,Autochor,7,-3.976,4.667
Smilax maypurensis,Zoochor,12,-4.547,6.509
Diploglottis obovata,Zoochor,11,6.659,3.641
Sabicea humilis,Zoochor,14,6.908,6.222
Sabicea orientalis,Zoochor,9,-0.752,4.608
Brunfelsia uniflora,Autochor,5,0.408,3.23
Digitaria monodactyla,Autochor,9,-2.411,4.257
Anodendron benthamianum,Anemochor,8,4.382,3.144
Malpighia albiflora,Zoochor,7,0.935,4.163
Begonia novalombardiensis,Autochor,5,7.349,2.719
Ranunculus hamatosetosus,Zoochor,3,1.217,4.193
Geranium saxatile,Autochor,2,3.662,1.153
Thesium procumbens,Zoochor,12,1.074,1.237
Cratylia intermedia,Autochor,13,-0.211,3.485
Potentilla effusa,Zoochor,13,0.683,2.801
Isachne minutula,Zoochor,12,-4.484,5.687
Mouriri duckeana,Zoochor,15,1.803,6.336
Ayenia mexicana,Autochor,2,-1.609,3.859
Paullinia rhomboidea,Anemochor,12,2.785,4.428
Xyris terrestris,Autochor,10,-8.727,5.479
Enneapogon robustissimus,Anemochor,8,8.689,6.609
Casearia glomerata,Zoochor,15,3.736,3.443
Dennstaedtia smithii,Anemochor,16,1.217,3.176
Solanum allophyllum,Autochor,12,6.783,5.926
Cyphia brachyandra,Autochor,2,2.986,3.823
Vallesia glabra,Zoochor,12,12.357,5.371
Miconia puberula,Zoochor,5,3.485,5.297
Allium parishii,Anemochor,10,3.555,2.362
Bouteloua hirsuta,Anemochor,9,1.346,4.632
Scaevola acacioides,Zoochor,1,3.6,4.815
Iris missouriensis,Autochor,4,0.029,-0.521
Euphrasia hookeri,Zoochor,12,-1.564,2.977
Rumex altissimus,Zoochor,15,1.949,4.634
Peltaea riedelii,Autochor,3,6.565,7.832
Sacciolepis chevalieri,Autochor,5,-2.072,4.424
Hopkinsia adscendens,Autochor,13,-3.377,5.624
Chrysophyllum gonocarpum,Zoochor,8,6.936,5.253
Syzygium zeylanicum,Zoochor,12,3.645,4.119
Cuscuta gronovii,Autochor,1,0.108,3.888
Ogastemma pusillum,Zoochor,13,1.369,3.844
Pavonia malacophylla,Autochor,2,2.762,5.377
Chiococca coriacea,Zoochor,15,2.677,4.997
Commiphora schlechteri,Zoochor,5,-1.762,5.39
Oxalis goyazensis,Autochor,5,-3.04,3.323
Prestonia riedelii,Anemochor,9,0.627,3.781
Symplocos cyanocarpa,Zoochor,9,0.47,2.45
Scleranthus minusculus,Zoochor,15,2.903,5.75
Eragrostis sessilispica,Autochor,8,4.609,5.338
Asystasia gangetica,Autochor,2,-0.464,5.449
Cynometra oaxacana,Zoochor,9,1.891,3.477
Freycinetia scandens,Zoochor,12,4.168,3.591
Lepidosperma forsythii,Zoochor,8,-0.786,3.416
Trichilia pseudostipularis,Zoochor,7,7.308,3.983
Vantanea minor,Zoochor,8,3.68,5.613
Muhlenbergia jonesii,Zoochor,15,0.757,1.817
Amyema glabra,Zoochor,3,-8.995,5.329
Carex radiata,Autochor,11,-0.754,3.025
Posoqueria panamensis,Zoochor,15,3.621,6.371
Guatteria punctata,Zoochor,15,-1.817,6.132
Malvaviscus williamsii,Zoochor,6,-8.495,5.642
Arisaema maximowiczii,Zoochor,3,2.864,2.115
Cheiridopsis denticulata,Ombrochor,16,0.037,4.036
Saccharum villosum,Anemochor,3,4.686,5.195
Ferraria divaricata,Autochor,8,6.556,3.694
Pycnanthemum flexuosum,Anemochor,9,1.786,5.531
Dicranopygium gracile,Zoochor,2,2.427,4.732
Moraea pyrophila,Autochor,3,-2.465,3.589
Labramia louvelii,Zoochor,14,-2.542,3.177
Ilex microdonta,Zoochor,5,0.418,3.114
Symphyotrichum phlogifolium,Anemochor,15,1.718,2.911
Lepidium villarsii,Hemerochor,13,1.253,2.627
Downingia pulchella,Zoochor,6,-0.064,3.814
Philodendron cremersii,Zoochor,14,6.353,4.807
Ixora beckleri,Zoochor,11,1.038,3.289
Tephrosia leucantha,Autochor,15,2.025,3.998
Mentzelia pumila,Zoochor,10,1.41,3.2
Salvia vitifolia,Autochor,7,-4.402,3.802
Gladiolus appendiculatus,Anemochor,7,0.996,3.17
Prosopis laevigata,Zoochor,15,1.266,3.752
Clematis recta,Autochor,10,-1.523,3.869
Oclemena nemoralis,Anemochor,8,-1.222,-1.664
Clavija poeppigii,Zoochor,4,16.937,9.597
Aletris alpestris,Autochor,8,1.55,0.566
Rumex abyssinicus,Zoochor,6,-0.06,3.256
Sibbaldiopsis tridentata,Zoochor,1,-0.465,1.529
Ehrharta tasmanica,Zoochor,4,-2.943,2.337
Lyonia squamulosa,Anemochor,16,6.172,4.316
Calathea lutea,Zoochor,6,1.827,5.911
Chamaecrista juruenensis,Autochor,15,5.743,5.046
Achnatherum pekinense,Zoochor,16,1.877,-3.018
Stenocephalum jucundum,Zoochor,9,-0.417,2.697
Eremophila drummondii,Zoochor,1,0.841,5.513
Sisyrinchium bellum,Anemochor,14,1.871,2.543
Microlicia ramosa,Autochor,3,-7.182,4.714
Clerodendrum bungei,Autochor,2,2.956,2.362
Rutidosis leiolepis,Anemochor,16,-1.505,3.171
Xylomelum pyriforme,Anemochor,11,0.497,3.387
Pleonotoma dendrotricha,Anemochor,3,-1.076,7.763
Dryopteris decipiens,Anemochor,10,4.812,2.223
Ruellia yurimaguensis,Autochor,3,16.902,8.246
Tovomita morii,Zoochor,7,-13.0,6.213
Stachytarpheta hatschbachii,Autochor,1,4.127,4.512
Hymenophyllum badium,Anemochor,7,-2.446,4.247
Hemigenia sericea,Zoochor,13,-1.35,5.252
Ditassa taxifolia,Anemochor,7,1.176,6.047
Persoonia virgata,Zoochor,6,0.95,4.029
Philodendron victoriae,Zoochor,2,10.859,5.624
Nymphaea leibergii,Autochor,9,0.324,3.981
Anthurium pentaphyllum,Zoochor,5,-1.846,4.227
Microstegium japonicum,Zoochor,10,2.917,2.257
Carex krausei,Autochor,5,-1.519,-2.01
Pearcea abunda,Autochor,2,-1.023,4.399
Lepidonia salvinae,Anemochor,8,5.943,4.331
Heteropterys pauciflora,Anemochor,11,5.695,4.518
Agelanthus longipes,Zoochor,3,6.144,6.872
Thomasia macrocarpa,Zoochor,3,0.715,4.765
Atemnosiphon coriaceus,Zoochor,6,-5.838,3.146
Hieracium villosum,Anemochor,2,4.861,1.315
Fraxinus papillosa,Anemochor,11,-2.943,2.723
Triptilion spinosum,Anemochor,16,-2.652,2.646
Baxteria australis,Autochor,10,-6.173,6.107
Heliotropium amplexicaule,Autochor,7,4.884,4.499
Havardia campylacantha,Anemochor,3,-0.457,5.404
Bourreria costaricensis,Zoochor,5,-2.537,3.497
Cryptocarya claudiana,Zoochor,14,0.967,2.499
Berberis thunbergii,Zoochor,13,4.239,2.471
Celtis trinervia,Zoochor,9,0.136,4.379
Erica versicolor,Autochor,2,0.334,3.106
Cissus barteri,Autochor,16,1.237,5.687
Ledebouria cooperi,Nautochor,12,0.884,3.686
Festuca gigantea,Zoochor,14,0.868,3.451
Quercus acuta,Zoochor,15,4.066,2.295
Uapaca kirkiana,Zoochor,1,-2.162,4.668
Renealmia floribunda,Zoochor,4,1.434,9.024
Chiliotrichum diffusum,Anemochor,9,-2.011,4.298
Macarisia pyramidata,Autochor,4,-10.495,4.443
Verbascum lychnitis,Autochor,7,-1.033,2.276
Valeriana transjenisensis,Anemochor,8,-5.148,-10.715
Sinosenecio euosmus,Anemochor,6,2.585,1.87
Mentha canadensis,Autochor,11,-3.499,-3.628
Desmodium cuneatum,Zoochor,9,0.815,4.947
Hybanthus caledonicus,Autochor,10,2.86,2.92
Zea mays,Zoochor,16,2.66,4.325
Festuca subverticillata,Anemochor,8,-0.451,3.402
Tacca maculata,Autochor,9,0.458,4.445
Linanthus pungens,Anemochor,14,0.541,2.003
Fleischmannia imitans,Anemochor,3,1.447,4.202
Machaerium pedicellatum,Anemochor,7,1.37,3.869
Rhododendron nudipes,Anemochor,11,3.573,2.233
Tetrapterys xylosteifolia,Anemochor,14,1.642,4.531
Phacelia vallis-mortae,Anemochor,5,1.239,1.989
Rosa blanda,Zoochor,2,-0.564,1.247
Wielandia platyrachis,Anemochor,1,-3.033,3.353
Matisia malacocalyx,Autochor,12,-11.411,6.423
Linum nelsonii,Anemochor,11,3.913,3.863
Herniaria incana,Hemerochor,14,1.583,3.687
Potentilla vulcanicola,Zoochor,11,-5.977,-10.551
Persoonia fastigiata,Zoochor,5,0.399,3.187
Phyteuma spicatum,Anemochor,11,1.051,2.421
Brachypodium sylvaticum,Zoochor,11,0.002,2.512
Sorghum plumosum,Zoochor,3,4.358,6.961
Tapura acreana,Zoochor,8,9.544,8.985
Arachnothryx secundiflora,Autochor,1,2.931,4.432
Arisaema maximowiczii,Zoochor,14,2.511,2.196
Sphaeralcea pedatifida,Anemochor,13,0.484,3.931
Trichilia septentrionalis,Zoochor,7,-1.159,6.298
Hibiscus lasiocarpos,Autochor,5,2.307,5.589
Elymus caninus,Zoochor,6,-1.853,3.362
Piper otophorum,Zoochor,13,-0.741,3.189
Penstemon montanus,Anemochor,7,1.193,-0.826
Cecropia palmata,Zoochor,2,5.11,6.499
Calycadenia multiglandulosa,Anemochor,14,1.698,2.52
Pteris denticulata,Anemochor,9,0.748,3.831
Handroanthus albus,Anemochor,16,4.529,4.256
Linaria acutiloba,Anemochor,15,-3.143,-5.162
Chamaecrista cotinifolia,Autochor,1,-0.497,4.477
Heliconia velutina,Zoochor,11,-12.136,6.22
Serjania yucatanensis,Anemochor,2,1.833,7.206
Mimulus cardinalis,Anemochor,8,11.34,2.346
Polygala scoparia,Autochor,6,4.148,3.105
Leiothrix argentea,Anemochor,12,7.608,4.521
Ornithogalum oligophyllum,Anemochor,8,2.142,0.963
Richeria tomentosa,Zoochor,6,-6.92,5.428
Amanoa nanayensis,Anemochor,4,-1.797,11.512
Solanum castaneum,Autochor,16,1.179,3.184
Desmodium album,Zoochor,8,9.174,7.036
Berzelia intermedia,Zoochor,1,-1.117,3.043
Simaba intermedia,Zoochor,1,7.282,5.573
Calobota linearifolia,Zoochor,12,5.815,5.452
Syzygium hedraiophyllum,Zoochor,15,15.132,3.009
Lippia subracemosa,Autochor,14,-0.836,3.245
Sarcopera sessiliflora,Zoochor,12,-2.818,4.299
Swartzia simplex,Zoochor,4,-2.625,7.297
Tabernaemontana cerea,Zoochor,12,0.97,6.465
Fabiana ramulosa,Zoochor,15,-0.246,2.443
Mandevilla emarginata,Anemochor,8,3.681,4.532
Dodonaea coriacea,Zoochor,4,19.382,8.621
Plantago orbignyana,Zoochor,16,-0.792,2.42
Castilleja coccinea,Anemochor,11,1.002,4.417
Trembleya neopyrenaica,Autochor,6,-6.26,4.466
Spermacoce ovalifolia,Autochor,5,0.846,4.512
Borreria valens,Autochor,15,1.008,5.345
Pterocarpus lucens,Anemochor,6,-1.64,5.229
Bernardia myricifolia,Autochor,5,2.922,3.043
Passiflora umbilicata,Zoochor,14,1.749,3.963
Phyllanthus compressus,Autochor,15,7.592,5.546
Erythroxylum splendidum,Zoochor,12,1.815,5.964
Clidemia dimorphica,Anemochor,5,-4.881,5.141
Pavonia paniculata,Autochor,3,4.716,5.372
Chamaecrista maritima,Autochor,7,-0.466,4.2
Hypericum linarioides,Zoochor,11,0.989,1.245
Vitex calothyrsa,Zoochor,13,-6.32,4.961
Brylkinia caudata,Anemochor,12,4.815,1.381
