gen,cluster,unstim_media,suero_2h_media,suero_5h_media,tif_2h_media,tif_5h_media,log2fc_tif_vs_suero_2h,log2fc_tif_vs_suero_5h
Npas2,1,1.2915,1.2394,1.452,0.8659,1.0458,-0.3736,-0.4062
Chst10,3,3.1487,2.0181,1.2564,2.5335,2.0896,0.5154,0.8332
Eif5b,1,5.0481,5.1731,5.5973,4.9006,5.1018,-0.2725,-0.4954
2010300C02Rik,3,2.4468,1.0945,0.834,1.7842,1.4062,0.6898,0.5722
Stk17b,3,6.3882,6.0343,5.9245,6.7172,6.5608,0.6829,0.6363
Ormdl1,1,3.825,3.8647,4.6781,4.2289,4.2687,0.3642,-0.4094
Gls,1,5.7591,6.6973,7.225,6.4277,6.4197,-0.2696,-0.8053
Stat1,3,6.8249,6.3522,5.1559,6.3114,5.6893,-0.0408,0.5335
Obfc2a,4,5.8018,5.0767,5.281,5.879,4.9439,0.8023,-0.3371
6330578E17Rik,1,4.672,4.8073,5.2088,4.9429,4.8293,0.1355,-0.3794
Inpp4a,1,2.7448,4.0819,4.4019,3.2339,3.6336,-0.8481,-0.7682
Zap70,1,6.3127,6.9376,7.0431,6.2689,6.5124,-0.6687,-0.5307
Imp4,1,6.0061,6.5847,6.6835,5.9395,5.9294,-0.6452,-0.7541
Prim2,3,5.9022,5.4469,5.1052,5.7961,5.6951,0.3492,0.59
Agfg1,1,5.8837,7.1876,6.9979,6.2135,6.2844,-0.974,-0.7135
Ctdsp1,3,6.7984,6.9796,5.7009,6.7492,6.6985,-0.2305,0.9976
Xrcc5,1,4.8219,4.6693,5.3637,4.6444,4.7088,-0.0249,-0.6549
Pecr,1,2.4522,2.2506,2.8398,2.0308,2.0875,-0.2198,-0.7523
Bard1,3,3.6358,3.6559,3.1385,3.814,3.6254,0.158,0.4869
Zfand2b,2,4.5132,4.4845,4.3118,4.8015,4.9182,0.317,0.6064
Ptprn,1,0.1444,0.3768,1.9942,0.159,0.9416,-0.2178,-1.0526
Trip12,1,5.5732,5.7978,6.0588,5.5691,5.7014,-0.2287,-0.3574
Sp100,3,8.4113,7.1448,5.8047,7.3278,7.1217,0.183,1.317
Psmd1,1,6.1104,6.0075,6.2364,6.0057,5.9328,-0.0018,-0.3036
Ncl,1,8.2969,8.5095,9.1486,8.1317,8.1972,-0.3778,-0.9514
Pde6d,3,3.7205,2.8341,2.5862,3.2351,3.5845,0.401,0.9983
Farsb,1,5.0972,5.6436,6.3644,5.225,5.5176,-0.4186,-0.8468
Eif4e2,4,7.8484,7.5371,7.5983,7.3188,7.0927,-0.2183,-0.5056
Rnpepl1,3,4.0978,3.5396,2.6402,3.8197,3.5991,0.2801,0.9589
Ing5,1,3.0959,4.0206,4.2774,3.6693,3.719,-0.3513,-0.5585
Pdcd1,1,4.7824,7.9747,7.4024,6.9961,6.754,-0.9786,-0.6484
Inpp5d,2,5.8997,6.2973,5.5869,6.3003,6.3872,0.0029,0.8003
Hdac4,2,2.9472,3.4272,3.2173,3.8612,3.9014,0.434,0.6841
Mcm6,3,7.6474,7.2983,6.6422,7.5935,7.1988,0.2952,0.5566
Dars,1,5.8712,5.9667,6.5208,5.9011,5.9176,-0.0657,-0.6032
Rgs1,1,4.3047,8.1818,8.6794,6.5148,7.0864,-1.667,-1.593
Mki67ip,1,6.2073,7.0715,7.4552,6.2724,6.3101,-0.7991,-1.1451
Ptpn4,1,3.5838,4.2032,4.4236,3.9099,3.6849,-0.2933,-0.7387
3110009E18Rik,3,3.8449,3.3163,3.3316,3.8669,3.9249,0.5505,0.5933
Ptprc,1,8.4729,8.8423,8.9161,8.3952,8.4852,-0.4472,-0.4308
Srgap2,3,4.0694,3.8771,3.1158,3.9253,4.1834,0.0483,1.0676
Nucks1,4,6.0905,6.0765,6.0962,6.0727,5.7519,-0.0037,-0.3443
Slc45a3,1,0.0,1.1529,1.2406,0.0995,0.2852,-1.0535,-0.9554
Klhl12,1,2.8512,3.2592,3.4335,3.1326,2.949,-0.1266,-0.4845
Cyb5r1,1,3.7336,5.0092,6.8314,4.2204,5.8831,-0.7888,-0.9483
Atp2b4,3,4.4669,4.809,3.631,4.5791,4.1589,-0.2299,0.5279
Xpr1,1,3.6706,3.7586,4.1408,3.7247,3.7869,-0.034,-0.354
Stx6,1,4.5537,5.8095,6.5555,5.0112,5.4031,-0.7983,-1.1525
Mr1,3,3.0368,1.9006,1.7921,2.5228,2.4155,0.6222,0.6234
Rgs16,1,3.4593,9.814,10.33,7.7404,9.2187,-2.0736,-1.1113
Lamc1,1,3.8051,4.9957,5.9418,4.5693,4.9238,-0.4264,-1.018
Lamc2,1,0.2095,1.4383,2.372,0.2017,0.7287,-1.2365,-1.6432
Fam129a,1,4.4406,5.0086,6.4429,5.0211,5.9983,0.0125,-0.4446
Rnf2,1,3.6032,4.8004,5.1161,4.2601,4.5668,-0.5403,-0.5493
Adck3,2,3.6866,4.2023,3.5727,5.0297,4.7879,0.8274,1.2152
Tfb2m,1,4.3897,4.7969,5.0666,4.0292,3.8818,-0.7677,-1.1848
Parp1,3,6.0667,5.5781,5.0602,5.8367,5.4548,0.2586,0.3946
Acbd3,1,3.9661,5.0077,5.7538,4.8378,5.386,-0.1699,-0.3678
Pppde1,1,3.6788,4.0291,4.7847,3.9565,4.1079,-0.0726,-0.6768
Sdccag8,3,4.0303,3.6437,3.493,3.8319,4.2564,0.1882,0.7634
Capn2,3,5.622,5.1033,4.9151,5.3956,5.3017,0.2924,0.3866
Srp9,1,6.6346,6.2837,6.8831,6.4813,6.4715,0.1977,-0.4116
Tmem63a,3,3.1038,2.6395,1.7563,2.917,2.6501,0.2775,0.8938
Dcaf8,3,5.1601,4.8701,4.9873,5.0959,5.405,0.2258,0.4177
Uck2,4,6.8008,6.7391,6.3818,6.4453,6.0432,-0.2939,-0.3386
Xcl1,1,6.7868,13.6981,14.6639,11.1457,12.6936,-2.5524,-1.9703
Blzf1,1,3.7793,5.1313,5.7055,4.5311,5.1305,-0.6002,-0.575
4930455F23Rik,3,3.7239,3.2297,3.4156,3.6655,3.9566,0.4358,0.541
Sell,3,7.8284,6.5998,4.821,6.8912,5.582,0.2913,0.761
Kifap3,3,2.5701,2.1713,1.8022,2.5209,2.3601,0.3496,0.5579
Ralgps2,3,1.6251,1.1235,0.8267,1.3409,1.3959,0.2174,0.5692
Abl2,1,1.7624,3.7554,3.273,2.695,2.8043,-1.0605,-0.4688
Smyd2,4,5.6207,5.2123,5.1304,4.8644,4.7182,-0.3479,-0.4121
Eprs,1,6.1444,6.8271,7.8313,6.5783,7.2672,-0.2488,-0.5641
Atf3,1,1.7618,6.9462,6.3812,5.8536,5.7629,-1.0926,-0.6183
Traf5,1,3.5682,4.4714,4.8636,3.7118,4.4027,-0.7596,-0.4609
Usf1,3,5.4694,4.5994,4.4768,5.5149,5.4852,0.9155,1.0085
Fam107b,1,7.9133,9.526,9.5639,8.3804,8.5136,-1.1456,-1.0504
Frmd4a,1,1.2349,1.1349,1.7787,0.9613,1.261,-0.1736,-0.5176
Atf6,1,3.2604,4.2332,5.122,3.806,4.3953,-0.4271,-0.7266
Uhmk1,1,4.2069,4.7803,4.7376,4.5584,4.3737,-0.2218,-0.3639
Mcm10,2,5.5437,5.4971,5.2867,5.6927,5.7588,0.1956,0.4721
Uap1,1,4.7824,5.3716,5.4676,5.1144,5.0517,-0.2571,-0.4159
Nuf2,3,6.5108,5.3705,5.2937,5.5571,5.6323,0.1866,0.3385
Rabgap1l,1,5.3482,5.0115,5.5096,5.0238,5.1646,0.0123,-0.345
Rsu1,3,5.666,4.9477,4.2259,5.1758,4.7905,0.2281,0.5646
Pter,4,2.47,1.8295,2.0358,2.0188,1.3353,0.1892,-0.7005
Bmi1,1,5.4906,6.2304,6.9392,5.4606,5.9665,-0.7697,-0.9728
Dnajc1,1,6.0454,6.1866,7.1295,5.8001,6.2635,-0.3866,-0.866
Nek6,1,3.5761,5.4924,5.983,4.1651,4.6308,-1.3274,-1.3522
Psmb7,4,7.595,7.4334,7.683,7.4263,7.0911,-0.0071,-0.5918
Lypd6b,3,2.0279,0.9968,0.8264,1.8212,1.5727,0.8244,0.7463
Mmadhc,1,5.4981,5.6392,6.2362,5.4153,5.6325,-0.2239,-0.6037
Fam188a,1,5.7112,6.6275,6.7385,5.4044,5.7614,-1.2232,-0.9771
Il2ra,1,7.4054,8.9719,8.811,7.7856,7.7658,-1.1863,-1.0452
Pfkfb3,1,3.8995,4.5318,5.44,4.1003,5.0792,-0.4314,-0.3608
Prkcq,3,6.6994,6.015,4.8794,6.1997,5.7963,0.1846,0.917
Abi2,1,2.6327,2.9489,3.4949,2.5744,2.7193,-0.3744,-0.7756
Zbtb43,1,2.5337,3.8573,3.9865,3.5181,3.4943,-0.3391,-0.4922
Slc2a8,2,3.0699,2.4296,1.4522,2.8892,3.449,0.4597,1.9968
Dpm2,1,5.5271,5.6873,6.1379,5.4527,5.7405,-0.2346,-0.3974
Slc25a25,1,2.808,3.8012,4.1565,3.2403,3.359,-0.5609,-0.7975
Nr4a2,1,3.2346,9.2079,8.1401,7.7467,7.6642,-1.4612,-0.4759
Gpd2,1,3.704,5.1576,5.2972,4.0151,4.424,-1.1425,-0.8733
Cytip,3,7.4094,6.8722,5.4558,7.9913,7.3775,1.1191,1.9218
Abl1,2,4.3271,4.143,3.8865,4.7862,4.6085,0.6432,0.722
Tor1a,2,6.2764,5.9871,5.85,6.4947,6.4937,0.5076,0.6437
Hspa5,1,7.3359,8.8805,10.2903,8.2421,9.0313,-0.6384,-1.259
Zeb2,1,1.4674,4.5529,6.0951,2.6406,4.6901,-1.9123,-1.405
Phf19,3,4.0227,2.958,2.1864,3.4464,3.4757,0.4884,1.2893
Traf1,1,6.7431,7.6312,7.9768,7.2071,7.5208,-0.424,-0.456
Ifih1,1,2.0308,2.9526,2.7496,2.1072,2.06,-0.8454,-0.6896
Psmd14,1,7.2069,7.28,7.8317,7.3583,7.3809,0.0782,-0.4509
Brd3,2,4.9024,4.8787,4.5635,5.3282,5.3724,0.4495,0.8089
Lcn4,3,3.9126,2.6744,0.6892,2.632,2.0588,-0.0424,1.3696
Pmpca,4,5.3145,5.3531,5.5492,5.1735,4.8481,-0.1795,-0.7011
Abca2,3,6.093,5.6104,4.3894,5.5059,5.2401,-0.1046,0.8507
Anapc2,3,6.2293,5.6078,5.2332,6.0192,6.0195,0.4115,0.7863
Ssna1,3,6.47,5.3923,5.2755,5.8193,5.7154,0.427,0.4399
Arrdc1,3,5.5225,5.4791,4.6358,5.4492,5.2536,-0.0299,0.6178
Zmynd19,1,4.7515,5.402,5.3571,4.7428,4.8738,-0.6592,-0.4833
Wdsub1,3,2.275,1.4415,1.3864,1.9329,2.3548,0.4914,0.9684
Pkp4,1,5.3314,5.2832,6.1223,5.3939,5.5226,0.1106,-0.5997
Galnt3,1,4.5761,5.5641,6.458,4.8418,5.8314,-0.7223,-0.6266
Ssfa2,1,2.6397,3.6514,4.1599,2.6718,3.1633,-0.9796,-0.9966
Hat1,1,6.5472,6.4695,6.9217,6.3586,6.4992,-0.1109,-0.4225
Dhrs9,1,0.0075,2.1346,3.5465,0.9775,2.4063,-1.1571,-1.1402
Slc43a1,3,3.1389,2.4307,1.8637,2.7971,2.4251,0.3664,0.5614
Timm10,1,4.4513,5.7557,6.0339,4.7186,5.135,-1.0371,-0.8989
Fastkd1,1,2.045,2.6171,3.167,2.0714,2.7793,-0.5457,-0.3877
Itgav,1,4.1641,6.2776,7.0825,4.9871,6.1067,-1.2905,-0.9759
Zc3h15,1,7.2897,7.6302,8.101,7.1542,7.3594,-0.476,-0.7416
Mtx2,1,4.9272,4.552,5.0251,4.6416,4.6149,0.0896,-0.4102
Atf2,1,5.1928,5.5641,6.0984,5.588,5.6379,0.0239,-0.4605
Itga6,3,4.3606,4.1827,2.79,4.0651,3.3126,-0.1175,0.5227
Kif18a,3,4.1617,3.4066,3.7525,4.135,4.2665,0.7284,0.5139
Slc12a6,3,4.4426,3.6925,2.9532,3.8183,3.9598,0.1258,1.0066
2410042D21Rik,1,3.0211,3.4522,3.9144,3.295,3.2207,-0.1573,-0.6938
Lin7c,1,4.9719,5.8866,6.3431,5.5941,5.5729,-0.2925,-0.7702
Traf6,1,3.6602,4.8387,4.9358,4.4794,4.4851,-0.3593,-0.4507
Dnajc24,1,4.5483,4.739,5.2292,4.7587,4.1182,0.0197,-1.1109
Eif3m,1,6.982,6.9914,7.4126,6.9086,6.8718,-0.0828,-0.5408
Prrg4,1,3.5222,5.4746,5.4909,4.5685,4.5989,-0.9061,-0.8919
Nat10,1,5.2705,5.9117,6.4472,5.2192,5.5918,-0.6925,-0.8554
Cat,3,5.7319,5.307,4.6756,5.4192,5.2028,0.1122,0.5272
Trim44,1,4.7889,4.6793,5.0604,4.3778,4.4532,-0.3016,-0.6072
Api5,1,6.4353,6.608,6.8534,6.3726,6.3615,-0.2354,-0.4919
Hsd17b12,1,4.8444,5.4159,6.1479,5.231,5.3223,-0.185,-0.8255
Sema6d,1,2.9326,4.3147,4.0375,3.4792,3.2194,-0.8354,-0.8181
Myef2,1,4.7895,5.0484,5.1733,4.4575,4.6207,-0.591,-0.5526
Cd82,1,7.6788,8.9993,9.6553,8.4385,8.5898,-0.5609,-1.0655
Eif3j,1,4.3306,4.7805,5.3512,4.461,4.7638,-0.3195,-0.5874
Wdr76,2,4.8041,4.5683,4.661,5.0439,5.0683,0.4756,0.4073
Pdia3,1,8.6369,8.4952,9.0247,8.5699,8.577,0.0747,-0.4477
Pacsin3,2,1.0112,0.6605,0.639,0.8083,1.3639,0.1478,0.7248
Ehd4,1,4.4175,5.2687,5.0222,4.6291,4.0653,-0.6396,-0.9569
Ptpra,3,5.6996,4.9661,4.4451,5.1685,4.9831,0.2024,0.538
Nusap1,3,7.2062,6.2454,5.837,6.8039,6.7563,0.5585,0.9193
Chac1,1,0.3799,5.4509,5.3031,4.3885,4.2419,-1.0624,-1.0612
Spint1,1,0.9492,2.3156,3.4168,1.2245,2.0705,-1.0911,-1.3463
Rpusd2,1,2.4286,3.566,3.6779,3.0911,3.2276,-0.4749,-0.4503
Casc5,3,4.8328,4.4395,4.5228,4.684,4.9012,0.2445,0.3785
Rassf2,3,5.2661,4.4008,3.4833,4.6043,4.492,0.2035,1.0087
5730494N06Rik,1,3.6876,3.881,4.2208,3.5179,3.5941,-0.3631,-0.6267
Fam98b,1,5.3113,5.2962,5.5271,5.2112,5.0868,-0.0851,-0.4403
Spred1,1,1.509,3.9177,4.2767,2.2864,2.885,-1.6314,-1.3917
Mcm8,2,3.3323,3.1573,3.0184,3.1762,3.5829,0.0189,0.5645
Crls1,1,5.0509,5.5103,6.6326,5.378,5.589,-0.1323,-1.0436
Gabpb1,1,5.024,5.9222,6.3932,5.7444,5.5488,-0.1778,-0.8444
Dusp2,1,4.8063,8.1146,8.0924,6.5368,7.3039,-1.5778,-0.7885
Acoxl,3,2.3044,2.1718,1.446,2.7465,2.6315,0.5747,1.1855
Zc3h8,1,2.7898,3.02,3.8524,3.024,3.4184,0.0039,-0.434
Polr1b,1,3.2983,4.8074,4.7235,3.5085,3.8115,-1.2989,-0.912
Il1a,1,0.0,0.521,3.0292,0.0369,0.1944,-0.4842,-2.8347
Nop56,1,8.517,9.0179,9.4236,8.2276,8.5425,-0.7903,-0.8811
Rrbp1,1,6.5902,6.4144,7.2702,6.3228,6.7286,-0.0917,-0.5416
Snx5,1,9.275,9.5648,9.9534,9.3668,9.3147,-0.198,-0.6387
Napb,2,0.1927,0.4151,0.6281,0.6002,1.022,0.1851,0.3939
Gzf1,1,3.1561,2.9363,3.8409,3.3235,3.4143,0.3872,-0.4266
Acss1,3,3.7708,3.3357,2.1543,3.1891,3.322,-0.1466,1.1676
Gins1,3,4.8269,4.2108,3.9679,4.4094,4.4667,0.1986,0.4987
Nsfl1c,1,6.6119,6.5965,7.1782,6.505,6.5936,-0.0915,-0.5846
Sdcbp2,2,1.8796,1.8656,1.5083,2.29,2.448,0.4245,0.9397
Fam110a,2,3.8013,4.9186,4.3345,4.8124,4.8068,-0.1062,0.4723
2310046K01Rik,3,1.8762,1.431,0.6315,1.4916,1.2225,0.0606,0.591
Tpx2,3,7.1432,6.1211,6.1984,6.5336,6.6429,0.4125,0.4445
Cdk5rap1,2,2.6897,2.4038,2.518,3.1916,3.0248,0.7878,0.5068
Necab3,2,0.6723,1.0382,0.5222,0.8743,1.3007,-0.1639,0.7785
E2f1,3,4.089,3.9514,3.1155,4.1465,3.7513,0.1951,0.6358
Pag1,2,2.9264,2.9195,2.5097,3.2959,2.9285,0.3764,0.4187
Zbp1,3,5.7842,4.6848,3.0524,5.202,4.3946,0.5172,1.3422
Fabp5,4,7.0966,6.6908,6.2097,6.5514,5.1791,-0.1395,-1.0306
Nfatc2,3,4.3338,4.1978,3.468,3.9669,3.8301,-0.2309,0.362
Atp9a,1,0.848,1.0982,1.8383,0.9495,1.2475,-0.1487,-0.5908
Zfp64,2,4.4183,4.5912,4.3727,4.726,4.8328,0.1348,0.4601
E2f5,1,2.5399,3.2025,3.7115,2.6286,3.0548,-0.5739,-0.6567
Car2,1,1.998,1.9324,2.5736,1.6236,1.7669,-0.3088,-0.8067
Arfgap1,1,4.2846,4.7778,5.5393,4.4535,4.7131,-0.3243,-0.8262
Zbtb46,1,0.3356,2.0194,2.5638,1.0821,1.9779,-0.9372,-0.5859
Pcmtd2,3,4.4342,3.5917,3.3549,4.2896,4.1377,0.698,0.7828
Mtfr1,1,4.3632,4.826,5.406,4.6848,4.7505,-0.1412,-0.6555
Acss2,3,2.9924,2.4044,1.5194,2.5425,2.3806,0.1382,0.8612
Tbl1xr1,4,4.5058,4.8268,4.7322,4.4735,4.4456,-0.3533,-0.2866
Sla2,3,5.6389,4.8213,3.9978,5.8496,5.3244,1.0282,1.3266
Samhd1,3,8.2176,7.5017,6.4654,7.7582,7.0608,0.2565,0.5954
Rbl1,3,5.0742,5.0247,4.3989,5.3403,5.2519,0.3156,0.853
Tti1,3,3.6999,3.3651,3.4815,3.6255,3.8376,0.2604,0.3561
Pik3ca,1,3.8049,4.2952,4.6371,4.0287,4.2187,-0.2665,-0.4184
Zfp639,1,4.8551,5.3089,5.5735,5.3496,5.2593,0.0407,-0.3142
Gnb4,3,2.3689,1.5937,1.1003,2.2745,1.6838,0.6808,0.5835
Ttc14,1,4.573,4.4224,4.7072,4.2157,4.3015,-0.2067,-0.4057
Dcun1d1,1,4.8778,5.0797,5.5581,4.8053,4.9917,-0.2744,-0.5664
Anxa5,4,5.856,5.513,5.6542,5.5384,5.1121,0.0254,-0.5421
Il2,1,0.0902,8.1032,9.7273,3.5143,5.3397,-4.5889,-4.3876
Spata5,1,5.5709,6.7951,7.4309,6.5917,6.7542,-0.2034,-0.6766
Slc7a11,1,0.0,0.4805,2.0421,0.3326,1.1211,-0.1479,-0.921
Ufm1,4,5.1828,5.5907,5.8749,4.8733,5.0222,-0.7174,-0.8527
Gfm1,1,5.8614,6.0062,6.1244,5.6957,5.6663,-0.3105,-0.4581
Ift80,3,5.2578,4.0964,3.5626,4.3101,4.2148,0.2137,0.6522
Nmd3,1,5.5293,6.5572,7.2532,6.118,6.5724,-0.4392,-0.6807
Dclk1,2,0.4843,0.5305,0.6413,0.9416,1.1901,0.4111,0.5489
Ppid,1,7.2699,7.0845,7.9264,6.5715,6.8589,-0.513,-1.0675
Tsc22d2,1,2.5005,5.0866,4.8987,4.0178,4.3517,-1.0689,-0.547
Serp1,1,5.529,6.3056,7.5043,6.4832,6.8094,0.1776,-0.695
Etfdh,3,5.1711,4.7458,4.7244,5.0716,5.2998,0.3258,0.5754
Gmps,1,4.0849,4.4332,4.9025,4.3123,4.4559,-0.1209,-0.4466
Ssr3,1,6.5644,6.8299,7.8583,6.8146,6.7887,-0.0153,-1.0697
Ptgfrn,1,1.4898,1.9749,2.4603,1.3806,1.2513,-0.5943,-1.209
Sec22b,1,5.431,5.609,6.2133,5.5014,5.7903,-0.1076,-0.423
Stxbp3a,1,3.7096,3.8021,4.2823,3.9538,3.9493,0.1516,-0.3331
Ahcyl1,1,5.7505,6.2706,6.8619,5.6446,5.9989,-0.626,-0.863
Dennd2d,1,5.4652,5.618,6.3432,5.5125,5.922,-0.1055,-0.4211
Hax1,1,5.922,6.9168,7.7294,6.6328,7.1799,-0.2841,-0.5495
Slc35a3,1,3.6021,3.932,4.3267,3.8302,3.7552,-0.1018,-0.5715
Larp7,1,5.8945,5.8609,6.233,5.7923,5.8967,-0.0686,-0.3363
Rnpc3,1,5.2093,5.9543,6.3043,5.6337,5.8269,-0.3207,-0.4774
Hadh,3,4.7868,4.582,3.6675,4.7293,4.2231,0.1473,0.5556
Lef1,3,6.9689,6.6863,5.579,6.6619,6.3204,-0.0244,0.7414
Pla2g12a,1,3.7731,3.6183,4.399,3.2954,3.5677,-0.3228,-0.8314
Gar1,1,7.198,7.473,8.1422,7.0141,7.1011,-0.4589,-1.0411
Egf,2,0.4348,0.6165,0.7614,0.6449,1.1167,0.0284,0.3554
Aimp1,1,6.6219,6.3963,6.9559,6.556,6.6507,0.1597,-0.3052
Tbck,2,2.7608,2.8792,2.6894,2.9335,3.0222,0.0543,0.3328
Papss1,2,3.445,3.0062,3.1905,3.5372,3.5404,0.531,0.3499
Kcnq5,1,1.7787,2.206,3.5781,2.1473,2.6162,-0.0587,-0.9619
Fubp1,1,7.0364,6.6126,7.4081,6.4632,6.4691,-0.1494,-0.939
Scamp3,3,5.9924,5.5928,4.8898,5.5754,5.5038,-0.0174,0.614
Hcn3,1,0.5565,0.9782,1.3212,0.6498,0.5742,-0.3284,-0.7471
Arhgef2,1,5.4143,6.3415,6.5814,5.2035,5.8045,-1.138,-0.777
Lmna,2,2.2509,4.8016,3.6489,4.6891,4.1263,-0.1125,0.4774
Sema4a,3,6.0637,5.1683,4.1541,5.4524,4.9692,0.2841,0.8151
Pmf1,3,6.8516,6.7642,6.0052,6.7507,6.5484,-0.0135,0.5432
Iqgap3,3,3.1283,2.8589,1.7801,2.7037,2.6127,-0.1552,0.8325
Gpatch4,1,4.8175,5.3935,6.0085,4.7138,4.8435,-0.6796,-1.165
Apoa1bp,3,5.4539,5.0456,4.7328,5.3747,5.1649,0.3292,0.4322
Sh2d2a,2,6.1566,7.0458,6.8059,7.2956,7.187,0.2498,0.3811
Cd1d1,3,3.0817,2.7063,2.1602,2.9137,2.844,0.2075,0.6838
Rps3a,4,9.7223,9.4902,9.7926,9.595,9.4584,0.1048,-0.3342
Fmo5,3,2.1016,1.4415,0.5951,1.6307,1.4084,0.1892,0.8132
Pias3,2,3.4913,3.0309,2.9009,3.5362,3.8454,0.5053,0.9445
Abcd3,1,2.9879,3.3474,4.0217,3.0054,3.2211,-0.342,-0.8006
F3,1,0.0,2.6047,2.0891,0.6336,0.5245,-1.9711,-1.5646
Snx27,1,3.6375,3.6232,4.0313,3.4748,3.4833,-0.1484,-0.548
Them4,1,1.9454,2.254,2.8458,2.3862,2.4363,0.1322,-0.4096
Rap1gds1,3,4.9154,4.7832,4.5757,4.925,4.9672,0.1419,0.3915
Rorc,1,0.3345,2.1152,3.3783,0.5824,1.1913,-1.5328,-2.187
Tspan5,1,3.2896,3.8455,4.9656,3.5384,4.0856,-0.307,-0.88
Eif4e,1,5.5392,6.1027,6.5428,5.3577,5.4877,-0.7449,-1.0551
Mttp,2,0.6196,0.766,0.5326,0.5481,1.0022,-0.2179,0.4696
Ppp3ca,3,5.4056,5.2858,4.6352,5.2621,5.2601,-0.0236,0.6249
Nfkb1,1,7.4494,8.248,8.6082,7.7888,8.1494,-0.4592,-0.4589
Bdh2,1,0.0,0.8642,2.5726,0.17,0.6759,-0.6942,-1.8966
Cth,1,0.4207,1.8703,4.4395,1.5629,2.5941,-0.3074,-1.8454
Zranb2,1,5.2962,4.9276,5.6856,4.6229,4.6991,-0.3047,-0.9866
Rpf1,1,6.0709,6.5905,7.1664,6.4383,6.6541,-0.1522,-0.5123
Bcl10,1,4.3233,5.4919,5.835,5.0821,5.3478,-0.4098,-0.4872
Gem,1,2.0782,5.4072,6.0319,3.8793,5.0856,-1.5279,-0.9462
Tmem55a,3,3.8148,3.0892,2.7177,3.5176,3.2995,0.4284,0.5818
Tmem68,1,4.0196,5.1535,5.5144,4.5925,4.7079,-0.5611,-0.8065
Tgs1,1,3.989,4.1924,4.6223,4.1401,4.1008,-0.0523,-0.5215
Ndufaf4,1,4.025,4.7335,5.5721,3.8897,4.5926,-0.8438,-0.9795
Gbp3,3,5.312,5.2519,3.8973,5.3608,4.9552,0.1088,1.0579
Gbp2,3,6.7427,6.363,4.6308,6.5045,5.7436,0.1415,1.1128
Gtf2b,1,5.8624,6.1236,6.3545,6.1206,6.045,-0.0029,-0.3095
Akirin2,1,5.0841,5.2614,6.08,5.2865,5.5172,0.0251,-0.5628
Slc35a1,1,2.6837,2.8332,3.2256,2.6752,2.7123,-0.158,-0.5133
Polr1e,1,4.7521,5.2252,5.4421,4.7265,4.6218,-0.4987,-0.8203
Exosc3,4,7.2561,7.1444,7.7008,6.8594,6.7065,-0.285,-0.9943
Hemgn,3,4.0766,2.3533,1.8839,3.0747,2.9664,0.7215,1.0825
Anp32b,4,8.982,8.6641,8.8639,8.5253,8.4357,-0.1388,-0.4282
Coro2a,4,6.5369,6.5385,6.2515,5.4359,5.4297,-1.1026,-0.8218
Invs,3,2.8091,2.281,2.4733,2.4219,3.1571,0.1409,0.6837
Tex10,1,5.2309,5.6592,6.2747,5.1451,5.3453,-0.514,-0.9293
Tnfsf8,1,3.9881,6.3949,7.28,4.0997,5.3663,-2.2952,-1.9137
Ptgr1,3,1.9435,1.4117,0.6348,1.6502,1.1007,0.2385,0.4659
Ugcg,3,6.899,6.6299,6.0471,7.1168,6.5028,0.4869,0.4558
Wdr31,4,2.6287,2.3692,2.6309,2.2117,2.0755,-0.1575,-0.5554
B4galt1,2,5.6109,5.6484,5.0766,6.4957,6.0925,0.8473,1.0159
Tmem38b,1,1.9812,3.2589,3.2984,2.4808,1.9598,-0.7781,-1.3386
Nol6,1,3.8983,4.9254,5.0745,4.4144,4.5689,-0.511,-0.5056
Aqp3,3,2.1806,2.3888,1.2033,2.152,2.4475,-0.2368,1.2442
Kif24,3,3.0626,3.2819,2.3455,2.938,2.8998,-0.3439,0.5543
2310028H24Rik,3,1.6358,1.8548,0.9714,1.659,1.5878,-0.1958,0.6164
Nudt2,3,4.6801,3.5934,3.3675,4.0953,3.852,0.5019,0.4845
Vcp,1,6.3445,6.3622,6.7239,6.3779,6.3751,0.0158,-0.3489
Stoml2,4,6.8438,6.4927,6.5385,6.3363,6.0759,-0.1564,-0.4626
Sit1,3,5.4283,4.6415,3.5916,5.1439,4.9463,0.5024,1.3547
Clta,3,8.4365,7.9176,7.5009,8.2605,7.8234,0.3429,0.3225
Plin2,3,4.3331,3.2264,2.7283,4.3744,4.6304,1.148,1.9022
Mllt3,3,5.9666,5.2953,4.9618,5.9002,6.0548,0.605,1.093
Usp24,1,4.2596,4.551,5.0143,4.286,4.4857,-0.265,-0.5286
Sgip1,3,2.8706,2.4847,2.3893,3.3842,3.0224,0.8994,0.6331
Pde4b,2,3.8059,3.8013,3.683,4.5573,4.2254,0.7561,0.5425
St3gal3,3,2.6337,2.5415,2.0882,2.5643,2.8645,0.0228,0.7763
Slc6a9,1,0.606,3.8333,5.9491,3.1872,5.1282,-0.646,-0.8209
Bend5,3,1.7626,1.8804,0.8935,1.8513,2.0276,-0.0291,1.1342
Cdkn2c,3,4.8444,3.7389,3.2977,4.2609,3.942,0.522,0.6444
Rnf11,1,3.3582,4.2971,5.3515,3.9175,4.4817,-0.3796,-0.8698
Nfia,3,1.8923,1.7592,0.8708,1.5731,1.8891,-0.1862,1.0184
