caseid,peso,grupo_experimental,rnd_02,apoya_nacionalismo_blanco,apoya_sin_descripcion,apoya_con_descripcion,respuesta_sin_descripcion,respuesta_con_descripcion_tratado,respuesta_con_descripcion_control,genero,edad,edad_grupo,educacion,partido,ideologia,raza_etnia,ingreso_4
9574,0.0987449241,treated,1.0,0.0,,0.0,,No,,Female,47,45-59,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
9578,1.2839948081,treated,1.0,0.0,,0.0,,No,,Female,46,45-59,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
9595,0.9533602053,control,0.0,0.0,0.0,,No,,No,Female,53,45-59,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
9606,0.5184270504,treated,1.0,0.0,,0.0,,No,,Male,57,45-59,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
9616,0.2051760835,treated,1.0,0.0,,0.0,,No,,Female,51,45-59,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
9621,0.6293930984,control,0.0,0.0,0.0,,No,,No,Female,69,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
9625,1.37957288,control,0.0,0.0,0.0,,No,,No,Female,77,60+,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
9638,0.3882368234,treated,1.0,0.0,,0.0,,No,,Male,80,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
9639,0.9335113053,treated,1.0,0.0,,0.0,,No,,Female,32,30-44,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
9642,1.156470678,treated,1.0,0.0,,0.0,,No,,Female,43,30-44,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9656,1.7715530851,control,0.0,0.0,0.0,,No,,No,Male,48,45-59,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
9657,1.0184113765,control,0.0,0.0,0.0,,No,,No,Female,31,30-44,HS graduate or equivalent,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
9659,0.8401953638,control,0.0,0.0,0.0,,No,,No,Female,55,45-59,Less than HS,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
9668,3.4042239724,control,0.0,,,,Skipped,,Skipped,Male,33,30-44,HS graduate or equivalent,Don't Lean/Independent/None,Unknown,"White, non-Hispanic","$30,000 to under $60,000"
9689,1.7002370648,treated,1.0,0.0,,0.0,,No,,Male,50,45-59,Less than HS,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9693,0.4272334126,control,0.0,0.0,0.0,,No,,No,Female,53,45-59,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
9695,1.0939393145,control,0.0,0.0,0.0,,No,,No,Male,62,60+,Less than HS,Lean Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
9701,1.9723164844,control,0.0,,0.0,,No,,Skipped,Male,79,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
9703,0.6927747413,control,0.0,0.0,0.0,,No,,No,Male,46,45-59,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
9705,0.6864114827,treated,1.0,0.0,,0.0,,No,,Male,74,60+,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
9709,0.3057434747,treated,1.0,0.0,,0.0,,No,,Female,70,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9713,1.6895403403,treated,1.0,0.0,,0.0,,No,,Male,59,45-59,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
9719,0.5484889278,control,0.0,0.0,0.0,,No,,No,Female,62,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
9723,0.4214963641,treated,1.0,0.0,,0.0,,No,,Female,54,45-59,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
9724,0.7959071292,control,0.0,0.0,0.0,,No,,No,Female,57,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
9728,0.7080345813,treated,1.0,0.0,,0.0,,No,,Female,68,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
9729,0.8175725359,treated,1.0,0.0,,0.0,,No,,Male,57,45-59,Some college/ associates degree,Lean Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
9732,1.0100867491,treated,1.0,0.0,,0.0,,No,,Female,54,45-59,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
9737,0.2365358521,control,0.0,0.0,0.0,,No,,No,Male,56,45-59,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
9740,0.6332175947,control,0.0,0.0,,,Skipped,,No,Female,46,45-59,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
9746,0.3882505796,treated,1.0,0.0,,0.0,,No,,Female,67,60+,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
9754,1.2040366956,treated,1.0,1.0,,1.0,,Yes,,Female,32,30-44,Less than HS,Lean Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
9758,0.2981464322,control,0.0,0.0,0.0,,No,,No,Female,62,60+,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
9762,0.4062965912,treated,1.0,0.0,,0.0,,No,,Male,62,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
9767,0.1260401409,treated,1.0,0.0,,0.0,,No,,Female,68,60+,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9768,0.2761493583,control,0.0,0.0,0.0,,No,,No,Female,72,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
9780,0.8550416318,treated,1.0,0.0,,0.0,,No,,Female,68,60+,Bachelor's degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
9782,0.563390774,control,0.0,0.0,0.0,,No,,No,Male,44,30-44,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
9783,0.6191215347,control,0.0,1.0,0.0,,No,,Yes,Female,59,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9789,2.9152194989,treated,1.0,0.0,,0.0,,No,,Female,62,60+,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
9790,0.5520911521,control,0.0,1.0,0.0,,No,,Yes,Male,73,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
9791,1.2481135345,control,0.0,0.0,0.0,,No,,No,Female,54,45-59,Post grad study/professional degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
9799,0.5353248638,treated,1.0,0.0,,0.0,,No,,Female,43,30-44,Some college/ associates degree,Don't Lean/Independent/None,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
9803,2.1517195602,treated,1.0,0.0,,0.0,,No,,Male,46,45-59,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9809,0.3214578022,treated,1.0,0.0,,0.0,,No,,Female,63,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
9815,0.4654047198,treated,1.0,0.0,,0.0,,No,,Male,49,45-59,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
9822,0.2963139331,control,0.0,0.0,0.0,,No,,No,Female,60,60+,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
9823,2.9152194989,treated,1.0,0.0,,0.0,,No,,Female,60,60+,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
9829,1.6195776399,control,0.0,0.0,0.0,,No,,No,Female,44,30-44,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9843,0.3208104568,control,0.0,0.0,0.0,,No,,No,Male,63,60+,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
9844,1.0321382852,control,0.0,0.0,0.0,,No,,No,Male,41,30-44,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
9845,1.4456141023,treated,1.0,0.0,,0.0,,No,,Male,46,45-59,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
9846,0.3885217681,treated,1.0,0.0,,0.0,,No,,Female,69,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
9847,2.1960182414,control,0.0,0.0,0.0,,No,,No,Female,32,30-44,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9852,0.778175101,treated,1.0,0.0,,0.0,,No,,Female,66,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
9857,1.3773673059,treated,1.0,0.0,,0.0,,No,,Male,29,18-29,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
9869,0.37120973,control,0.0,0.0,0.0,,No,,No,Female,79,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
9872,1.2265913479,treated,1.0,0.0,,0.0,,No,,Male,43,30-44,Bachelor's degree,Don't Lean/Independent/None,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
9875,0.6013289747,treated,1.0,0.0,,0.0,,No,,Male,31,30-44,Bachelor's degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
9885,0.3568216538,control,0.0,0.0,0.0,,No,,No,Male,61,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
9886,0.3631229635,treated,1.0,0.0,,0.0,,No,,Male,64,60+,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
9890,0.3600011696,treated,1.0,0.0,,0.0,,No,,Female,68,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9893,1.0922673943,control,0.0,0.0,0.0,,No,,No,Female,52,45-59,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
9896,0.6639537114,control,0.0,0.0,0.0,,No,,No,Female,47,45-59,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
9897,4.5609489503,control,0.0,0.0,0.0,,No,,No,Male,71,60+,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
9899,1.0747347575,treated,1.0,0.0,,0.0,,No,,Male,42,30-44,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
9904,2.096297019,treated,1.0,0.0,,0.0,,No,,Female,33,30-44,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
9906,0.8042636968,treated,1.0,0.0,,0.0,,No,,Male,44,30-44,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
9907,0.4255504968,treated,1.0,0.0,,0.0,,No,,Female,37,30-44,Bachelor's degree,Lean Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
9909,0.268276159,treated,1.0,0.0,,0.0,,No,,Female,65,60+,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
9912,0.3423718562,treated,1.0,0.0,,0.0,,No,,Female,62,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
9913,0.2076332073,control,0.0,0.0,0.0,,No,,No,Female,70,60+,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
9915,0.0999131086,control,0.0,0.0,0.0,,No,,No,Female,51,45-59,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
9921,0.7222392715,control,0.0,0.0,0.0,,No,,No,Male,70,60+,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9925,1.0412472185,control,0.0,0.0,0.0,,No,,No,Male,41,30-44,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
9926,0.3769983423,control,0.0,0.0,0.0,,No,,No,Male,29,18-29,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
9941,0.188136546,treated,1.0,0.0,,0.0,,No,,Female,60,60+,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
9942,1.4074998003,treated,1.0,0.0,,0.0,,No,,Male,70,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
9948,1.2371850302,treated,1.0,0.0,,0.0,,No,,Male,37,30-44,Post grad study/professional degree,Lean Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
9957,1.0017245299,treated,1.0,0.0,,0.0,,No,,Male,69,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
9962,1.9829685563,control,0.0,0.0,0.0,,No,,No,Female,75,60+,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
9965,2.9249137337,treated,1.0,0.0,,0.0,,No,,Female,78,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
9978,0.3775330363,control,0.0,0.0,0.0,,No,,No,Male,64,60+,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
9992,0.22582993,control,0.0,0.0,0.0,,No,,No,Female,67,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
9994,0.3080167057,treated,1.0,0.0,,0.0,,No,,Female,45,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
9996,0.5579585014,control,0.0,0.0,0.0,,No,,No,Male,56,45-59,Bachelor's degree,Don't Lean/Independent/None,Very conservative,"White, non-Hispanic","$100,000 or more"
10005,0.8744842303,treated,1.0,0.0,,0.0,,No,,Female,42,30-44,Post grad study/professional degree,Democrat,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
10006,1.2962417987,control,0.0,0.0,0.0,,No,,No,Female,59,45-59,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10020,0.2065004892,control,0.0,0.0,0.0,,No,,No,Female,39,30-44,Post grad study/professional degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
10027,0.479738238,control,0.0,0.0,0.0,,No,,No,Female,87,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
10041,1.1758295991,control,0.0,0.0,0.0,,No,,No,Female,40,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10043,1.1517165045,control,0.0,0.0,0.0,,No,,No,Male,55,45-59,Post grad study/professional degree,Don't Lean/Independent/None,Very conservative,"White, non-Hispanic","$100,000 or more"
10045,1.5689996444,control,0.0,0.0,0.0,,No,,No,Male,30,30-44,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10047,1.7407639053,control,0.0,0.0,0.0,,No,,No,Female,45,45-59,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10050,3.3820451119,control,0.0,0.0,0.0,,No,,No,Female,74,60+,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
10051,1.6379527154,control,0.0,0.0,0.0,,No,,No,Male,77,60+,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
10052,0.6395230062,treated,1.0,0.0,,0.0,,No,,Female,69,60+,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10062,1.01754771,control,0.0,0.0,0.0,,No,,No,Female,72,60+,HS graduate or equivalent,Democrat,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
10067,0.9421056767,treated,1.0,,,,,Skipped,,Male,38,30-44,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10074,1.0992688448,treated,1.0,0.0,,0.0,,No,,Male,65,60+,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
10078,0.6896933902,treated,1.0,0.0,,0.0,,No,,Female,64,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10080,0.6128548192,control,0.0,0.0,0.0,,No,,No,Female,62,60+,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
10082,0.3424103548,control,0.0,0.0,0.0,,No,,No,Male,40,30-44,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
10086,0.4640123905,treated,1.0,0.0,,0.0,,No,,Female,39,30-44,Some college/ associates degree,Don't Lean/Independent/None,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
10088,0.9599926339,treated,1.0,0.0,,0.0,,No,,Female,53,45-59,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
10095,0.569916348,control,0.0,0.0,0.0,,No,,No,Male,86,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10099,1.051241484,treated,1.0,0.0,,0.0,,No,,Female,46,45-59,HS graduate or equivalent,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
10102,0.545825422,control,0.0,0.0,0.0,,No,,No,Male,64,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10108,1.353153245,treated,1.0,0.0,,0.0,,No,,Female,68,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
10109,0.5535689835,control,0.0,0.0,0.0,,No,,No,Female,62,60+,Bachelor's degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
10122,1.043184965,treated,1.0,0.0,,0.0,,No,,Female,49,45-59,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10135,0.4805214637,treated,1.0,0.0,,0.0,,No,,Female,33,30-44,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10138,0.1664311964,control,0.0,0.0,0.0,,No,,No,Female,62,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
10141,1.0457271458,treated,1.0,0.0,,0.0,,No,,Male,50,45-59,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10143,0.5609526151,control,0.0,0.0,0.0,,No,,No,Female,64,60+,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10145,0.3442615525,control,0.0,0.0,0.0,,No,,No,Female,72,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10148,0.4202081934,control,0.0,0.0,0.0,,No,,No,Male,62,60+,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10149,0.2806905557,treated,1.0,1.0,,1.0,,Yes,,Female,61,60+,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
10152,0.4571250632,treated,1.0,0.0,,0.0,,No,,Male,67,60+,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
10155,1.1246334491,treated,1.0,0.0,,0.0,,No,,Male,74,60+,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10161,4.1428873058,treated,1.0,0.0,,0.0,,No,,Male,55,45-59,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10174,0.5058948005,control,0.0,0.0,0.0,,No,,No,Female,37,30-44,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10177,0.4924660486,control,0.0,0.0,0.0,,No,,No,Male,63,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10180,4.9845908024,treated,1.0,0.0,,0.0,,No,,Male,29,18-29,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10184,1.4087485665,treated,1.0,0.0,,0.0,,No,,Female,73,60+,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10188,0.3705404092,treated,1.0,0.0,,0.0,,No,,Female,65,60+,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
10194,0.5885959844,treated,1.0,0.0,,0.0,,No,,Female,64,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10197,0.6979218202,treated,1.0,0.0,,0.0,,No,,Male,32,30-44,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10202,0.8743859154,control,0.0,0.0,0.0,,No,,No,Male,48,45-59,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10210,0.2934775892,treated,1.0,0.0,,0.0,,No,,Female,68,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10212,0.9420527769,treated,1.0,0.0,,0.0,,No,,Female,30,30-44,HS graduate or equivalent,Don't Lean/Independent/None,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
10214,1.1975840209,control,0.0,0.0,0.0,,No,,No,Male,60,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
10219,1.7525221538,control,0.0,0.0,0.0,,No,,No,Female,30,30-44,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
10226,0.2683161458,control,0.0,0.0,0.0,,No,,No,Female,69,60+,Some college/ associates degree,Don't Lean/Independent/None,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
10233,1.3952066927,treated,1.0,0.0,,0.0,,No,,Male,63,60+,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10245,0.2169165553,treated,1.0,0.0,,0.0,,No,,Female,41,30-44,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10246,0.6254150676,control,0.0,0.0,0.0,,No,,No,Female,34,30-44,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10257,0.3954240242,treated,1.0,0.0,,0.0,,No,,Female,64,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10259,0.6092235559,control,0.0,0.0,0.0,,No,,No,Male,70,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10262,1.6133797187,control,0.0,0.0,0.0,,No,,No,Female,62,60+,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","Less than $30,000"
10264,1.0939721254,control,0.0,0.0,0.0,,No,,No,Male,59,45-59,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10265,0.6194290098,treated,1.0,0.0,,0.0,,No,,Female,42,30-44,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
10266,1.9019075273,treated,1.0,0.0,,0.0,,No,,Male,65,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10275,0.7125365639,control,0.0,0.0,0.0,,No,,No,Male,34,30-44,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10289,0.4667721533,control,0.0,0.0,0.0,,No,,No,Male,37,30-44,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
10290,0.6366181682,control,0.0,0.0,0.0,,No,,No,Male,71,60+,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
10295,0.7943862846,control,0.0,0.0,0.0,,No,,No,Female,59,45-59,HS graduate or equivalent,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
10296,0.541457341,treated,1.0,0.0,,0.0,,No,,Male,62,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
10300,0.5786008042,control,0.0,0.0,0.0,,No,,No,Male,67,60+,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10308,0.8271105525,control,0.0,0.0,0.0,,No,,No,Male,53,45-59,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
10312,1.2574341496,control,0.0,0.0,0.0,,No,,No,Female,36,30-44,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
10313,1.2839922514,treated,1.0,,,,,Skipped,,Male,66,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
10314,1.1619676001,treated,1.0,0.0,,0.0,,No,,Male,39,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10316,0.8141511405,treated,1.0,0.0,,0.0,,No,,Female,32,30-44,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10318,0.4095326159,control,0.0,0.0,0.0,,No,,No,Male,57,45-59,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
10324,1.4587927459,control,0.0,0.0,0.0,,No,,No,Female,59,45-59,Less than HS,Don't Lean/Independent/None,Unknown,"White, non-Hispanic","Less than $30,000"
10337,0.6826580227,control,0.0,0.0,0.0,,No,,No,Female,32,30-44,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
10344,0.969223404,control,0.0,1.0,0.0,,No,,Yes,Female,34,30-44,Post grad study/professional degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10346,0.8194642786,control,0.0,0.0,0.0,,No,,No,Female,72,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
10352,0.2210973505,control,0.0,0.0,0.0,,No,,No,Female,43,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
10363,0.3193452719,treated,1.0,0.0,,0.0,,No,,Female,63,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
10367,0.5030636566,control,0.0,0.0,0.0,,No,,No,Female,35,30-44,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
10384,0.7586774909,treated,1.0,0.0,,0.0,,No,,Female,44,30-44,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10388,0.2195504452,treated,1.0,0.0,,0.0,,No,,Female,59,45-59,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
10393,4.040597054,treated,1.0,0.0,,0.0,,No,,Female,56,45-59,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
10396,0.3194448127,control,0.0,0.0,0.0,,No,,No,Female,71,60+,Post grad study/professional degree,Lean Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
10399,1.3109248306,control,0.0,0.0,0.0,,No,,No,Female,77,60+,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
