x_km,y_km,prof_pre_m,prof_post_m,cambio_m
2.34,-3.04,-333.9,-423.5,-89.6
2.44,-3.04,-363.4,-433.9,-70.5
2.54,-3.04,-392.8,-442.0,-49.2
2.64,-3.04,-421.7,-454.2,-32.5
2.74,-3.04,-449.3,-467.9,-18.5
2.84,-3.04,-473.9,-482.7,-8.8
2.94,-3.04,-493.0,-493.6,-0.6
3.04,-3.04,-504.5,-503.2,1.3
3.14,-3.04,-512.2,-505.9,6.3
3.24,-3.04,-521.1,-518.1,3.0
3.34,-3.04,-531.4,-527.3,4.1
3.44,-3.04,-552.9,-556.2,-3.2
3.54,-3.04,-585.9,-592.9,-7.0
3.64,-3.04,-620.6,-622.9,-2.3
3.74,-3.04,-651.3,-649.7,1.6
3.84,-3.04,-676.1,-675.2,0.9
3.94,-3.04,-697.4,-698.5,-1.1
4.04,-3.04,-717.5,-720.9,-3.5
4.14,-3.04,-736.8,-742.5,-5.7
4.24,-3.04,-756.7,-763.7,-7.0
4.34,-3.04,-776.2,-783.8,-7.6
4.44,-3.04,-795.2,-802.0,-6.8
4.54,-3.04,-814.3,-820.9,-6.5
4.64,-3.04,-834.2,-839.1,-4.9
4.74,-3.04,-852.9,-858.5,-5.6
4.84,-3.04,-870.8,-876.4,-5.6
4.94,-3.04,-888.7,-894.3,-5.5
-4.96,-3.14,-800.1,-789.0,11.1
-4.86,-3.14,-790.3,-777.6,12.7
-4.76,-3.14,-781.3,-768.0,13.3
-4.66,-3.14,-773.2,-758.4,14.8
-4.56,-3.14,-763.4,-748.6,14.9
-4.46,-3.14,-753.2,-738.5,14.7
-4.36,-3.14,-743.1,-728.7,14.5
-4.26,-3.14,-734.3,-719.4,15.0
-4.16,-3.14,-727.7,-712.9,14.8
-4.06,-3.14,-723.3,-703.1,20.3
-3.96,-3.14,-715.9,-694.1,21.8
-3.86,-3.14,-704.2,-684.3,19.9
-3.76,-3.14,-687.9,-673.2,14.7
-3.66,-3.14,-667.8,-659.9,7.9
-3.56,-3.14,-647.4,-642.9,4.5
-3.46,-3.14,-626.8,-624.2,2.6
-3.36,-3.14,-603.5,-604.0,-0.5
-3.26,-3.14,-575.2,-581.5,-6.3
-3.16,-3.14,-544.9,-558.3,-13.4
-3.06,-3.14,-515.3,-526.5,-11.2
-2.96,-3.14,-488.4,-493.8,-5.5
-2.86,-3.14,-464.7,-467.1,-2.4
-2.76,-3.14,-443.9,-443.2,0.8
-2.66,-3.14,-424.2,-420.4,3.9
-2.56,-3.14,-406.6,-400.8,5.8
-2.46,-3.14,-394.7,-394.0,0.8
-2.36,-3.14,-388.8,-391.9,-3.1
-2.26,-3.14,-383.3,-389.6,-6.2
-2.16,-3.14,-372.6,-383.1,-10.5
-2.06,-3.14,-357.2,-379.4,-22.1
-1.96,-3.14,-341.2,-373.5,-32.2
-1.86,-3.14,-327.2,-365.9,-38.7
-1.76,-3.14,-312.0,-360.0,-48.0
-1.66,-3.14,-292.2,-349.3,-57.0
-1.56,-3.14,-269.1,-335.2,-66.2
-1.46,-3.14,-246.1,-316.0,-69.9
-1.36,-3.14,-225.6,-290.5,-65.0
-1.26,-3.14,-202.5,-265.7,-63.2
-1.16,-3.14,-173.3,-248.9,-75.6
-1.06,-3.14,-141.7,-224.7,-83.0
-0.96,-3.14,-115.0,-196.2,-81.2
-0.86,-3.14,-100.5,-180.1,-79.6
-0.76,-3.14,-100.7,-166.4,-65.7
-0.66,-3.14,-106.3,-151.3,-45.0
-0.56,-3.14,-105.6,-133.4,-27.8
-0.46,-3.14,-105.8,-109.4,-3.6
-0.36,-3.14,-106.5,-103.3,3.2
-0.26,-3.14,-104.0,-113.9,-9.9
-0.16,-3.14,-96.3,-103.7,-7.4
-0.06,-3.14,-89.6,-82.0,7.5
0.04,-3.14,-81.3,-67.4,13.9
0.14,-3.14,-68.4,-54.4,14.0
0.24,-3.14,-48.7,-51.5,-2.8
0.34,-3.14,-32.3,-52.1,-19.8
0.44,-3.14,-24.9,-52.6,-27.7
0.54,-3.14,-24.1,-53.6,-29.5
0.64,-3.14,-24.9,-55.8,-31.0
0.74,-3.14,-26.9,-66.6,-39.7
0.84,-3.14,-29.2,-83.3,-54.1
0.94,-3.14,-31.1,-88.6,-57.5
1.04,-3.14,-41.3,-125.2,-83.8
1.14,-3.14,-62.9,-151.3,-88.3
1.24,-3.14,-86.6,-158.6,-72.0
1.34,-3.14,-100.5,-199.3,-98.8
1.44,-3.14,-110.3,-228.2,-117.9
1.54,-3.14,-126.5,-256.6,-130.0
1.64,-3.14,-151.3,-293.7,-142.3
1.74,-3.14,-180.5,-318.4,-137.9
1.84,-3.14,-211.0,-334.1,-123.1
1.94,-3.14,-242.1,-358.9,-116.8
2.04,-3.14,-273.3,-385.6,-112.3
2.14,-3.14,-302.6,-407.4,-104.8
2.24,-3.14,-329.9,-431.5,-101.6
2.34,-3.14,-356.8,-439.4,-82.6
2.44,-3.14,-384.8,-446.6,-61.7
2.54,-3.14,-413.4,-459.2,-45.8
2.64,-3.14,-442.1,-474.6,-32.5
2.74,-3.14,-470.0,-490.4,-20.4
2.84,-3.14,-495.3,-502.4,-7.1
2.94,-3.14,-515.9,-512.4,3.5
3.04,-3.14,-530.7,-523.0,7.6
3.14,-3.14,-541.6,-532.1,9.5
3.24,-3.14,-551.6,-540.5,11.2
3.34,-3.14,-561.6,-554.4,7.2
3.44,-3.14,-576.5,-576.7,-0.2
3.54,-3.14,-601.9,-604.0,-2.1
3.64,-3.14,-632.8,-629.8,3.0
3.74,-3.14,-662.2,-655.9,6.3
3.84,-3.14,-686.5,-679.6,6.9
3.94,-3.14,-707.5,-700.9,6.6
4.04,-3.14,-727.3,-724.6,2.7
4.14,-3.14,-746.4,-746.0,0.5
4.24,-3.14,-765.7,-767.7,-2.0
4.34,-3.14,-785.0,-788.7,-3.7
4.44,-3.14,-804.3,-809.2,-4.9
4.54,-3.14,-823.1,-828.4,-5.3
4.64,-3.14,-842.7,-846.7,-4.0
4.74,-3.14,-861.6,-865.4,-3.8
4.84,-3.14,-880.0,-883.5,-3.5
4.94,-3.14,-898.1,-900.7,-2.6
-4.96,-3.24,-806.8,-799.2,7.6
-4.86,-3.24,-796.1,-787.6,8.5
-4.76,-3.24,-784.9,-777.4,7.5
-4.66,-3.24,-774.4,-768.3,6.2
-4.56,-3.24,-763.6,-756.9,6.7
-4.46,-3.24,-753.0,-745.8,7.2
-4.36,-3.24,-743.3,-734.1,9.2
-4.26,-3.24,-736.5,-725.6,11.0
-4.16,-3.24,-731.9,-718.3,13.7
-4.06,-3.24,-728.4,-709.1,19.3
-3.96,-3.24,-723.9,-700.0,23.9
-3.86,-3.24,-713.9,-689.9,24.1
-3.76,-3.24,-696.2,-678.7,17.5
-3.66,-3.24,-674.2,-665.8,8.3
-3.56,-3.24,-651.3,-650.0,1.3
-3.46,-3.24,-627.0,-629.7,-2.7
-3.36,-3.24,-599.6,-605.7,-6.1
-3.26,-3.24,-569.6,-581.4,-11.8
-3.16,-3.24,-541.0,-550.0,-9.0
-3.06,-3.24,-516.6,-518.6,-2.0
-2.96,-3.24,-496.0,-492.2,3.7
-2.86,-3.24,-477.4,-470.6,6.8
-2.76,-3.24,-460.2,-452.4,7.8
-2.66,-3.24,-443.6,-435.5,8.1
-2.56,-3.24,-429.9,-423.4,6.5
-2.46,-3.24,-421.3,-419.0,2.3
-2.36,-3.24,-415.7,-415.3,0.4
-2.26,-3.24,-407.2,-411.5,-4.3
-2.16,-3.24,-393.3,-407.4,-14.0
-2.06,-3.24,-378.3,-402.9,-24.6
-1.96,-3.24,-364.9,-396.5,-31.6
-1.86,-3.24,-353.1,-389.7,-36.6
-1.76,-3.24,-338.8,-384.8,-45.9
-1.66,-3.24,-319.7,-373.5,-53.8
-1.56,-3.24,-297.1,-356.7,-59.6
-1.46,-3.24,-274.5,-337.8,-63.4
-1.36,-3.24,-253.2,-309.8,-56.7
-1.26,-3.24,-230.1,-295.2,-65.2
-1.16,-3.24,-203.4,-282.2,-78.9
-1.06,-3.24,-175.2,-259.2,-84.0
-0.96,-3.24,-150.9,-237.7,-86.8
-0.86,-3.24,-135.3,-225.1,-89.9
-0.76,-3.24,-125.0,-215.8,-90.7
-0.66,-3.24,-111.4,-197.5,-86.2
-0.56,-3.24,-96.7,-175.0,-78.3
-0.46,-3.24,-93.3,-157.5,-64.1
-0.36,-3.24,-98.1,-153.7,-55.6
-0.26,-3.24,-96.1,-157.7,-61.6
-0.16,-3.24,-81.8,-146.2,-64.4
-0.06,-3.24,-75.2,-129.4,-54.2
0.04,-3.24,-77.4,-105.8,-28.4
0.14,-3.24,-74.5,-72.9,1.6
0.24,-3.24,-55.4,-58.2,-2.8
0.34,-3.24,-36.3,-57.6,-21.2
0.44,-3.24,-28.0,-58.4,-30.4
0.54,-3.24,-27.7,-62.0,-34.3
0.64,-3.24,-31.1,-78.2,-47.1
0.74,-3.24,-37.1,-102.0,-64.9
0.84,-3.24,-42.1,-126.7,-84.6
0.94,-3.24,-47.9,-142.4,-94.5
1.04,-3.24,-62.5,-171.7,-109.2
1.14,-3.24,-86.5,-192.1,-105.6
1.24,-3.24,-112.6,-205.5,-93.0
1.34,-3.24,-132.9,-230.9,-98.0
1.44,-3.24,-150.3,-259.4,-109.1
1.54,-3.24,-169.0,-287.1,-118.0
1.64,-3.24,-191.5,-329.3,-137.8
1.74,-3.24,-217.5,-351.6,-134.1
1.84,-3.24,-245.3,-365.3,-120.0
1.94,-3.24,-273.6,-380.8,-107.2
2.04,-3.24,-302.1,-404.7,-102.5
2.14,-3.24,-329.6,-423.3,-93.7
2.24,-3.24,-355.0,-440.0,-85.1
2.34,-3.24,-379.3,-453.7,-74.3
2.44,-3.24,-404.7,-466.1,-61.4
2.54,-3.24,-430.6,-480.9,-50.4
2.64,-3.24,-457.0,-496.9,-40.0
2.74,-3.24,-483.4,-512.1,-28.7
2.84,-3.24,-508.5,-523.7,-15.3
2.94,-3.24,-529.8,-533.3,-3.5
3.04,-3.24,-547.9,-544.7,3.2
3.14,-3.24,-563.9,-551.9,12.0
3.24,-3.24,-577.1,-558.5,18.6
3.34,-3.24,-587.6,-570.4,17.2
3.44,-3.24,-596.5,-589.2,7.3
3.54,-3.24,-614.7,-615.2,-0.5
3.64,-3.24,-643.6,-640.9,2.7
3.74,-3.24,-672.9,-664.8,8.2
3.84,-3.24,-697.2,-688.3,8.9
3.94,-3.24,-717.9,-708.3,9.7
4.04,-3.24,-737.4,-730.0,7.4
4.14,-3.24,-756.5,-748.3,8.2
4.24,-3.24,-775.0,-771.3,3.7
4.34,-3.24,-793.8,-791.3,2.6
4.44,-3.24,-813.1,-812.4,0.7
4.54,-3.24,-831.9,-833.3,-1.4
4.64,-3.24,-851.3,-852.7,-1.4
4.74,-3.24,-870.5,-872.2,-1.6
4.84,-3.24,-889.3,-890.2,-0.9
4.94,-3.24,-907.4,-907.2,0.2
-4.96,-3.34,-813.2,-809.6,3.6
-4.86,-3.34,-801.1,-799.8,1.3
-4.76,-3.34,-788.5,-789.5,-1.0
-4.66,-3.34,-776.9,-778.4,-1.4
-4.56,-3.34,-766.0,-766.4,-0.4
-4.46,-3.34,-755.7,-753.5,2.3
-4.36,-3.34,-747.0,-740.6,6.4
-4.26,-3.34,-741.7,-729.4,12.2
-4.16,-3.34,-737.2,-720.3,16.9
-4.06,-3.34,-734.4,-713.7,20.7
-3.96,-3.34,-732.3,-704.0,28.3
-3.86,-3.34,-720.5,-695.7,24.8
-3.76,-3.34,-698.3,-684.9,13.4
-3.66,-3.34,-672.9,-671.6,1.3
-3.56,-3.34,-647.1,-651.3,-4.2
-3.46,-3.34,-619.9,-626.1,-6.1
-3.36,-3.34,-592.0,-599.6,-7.7
-3.26,-3.34,-565.4,-570.3,-4.9
-3.16,-3.34,-543.6,-544.4,-0.8
-3.06,-3.34,-525.9,-521.9,4.0
-2.96,-3.34,-509.9,-501.7,8.2
-2.86,-3.34,-494.0,-486.2,7.7
-2.76,-3.34,-478.6,-472.6,6.0
-2.66,-3.34,-464.2,-463.6,0.7
-2.56,-3.34,-453.1,-453.3,-0.1
-2.46,-3.34,-445.3,-444.6,0.7
-2.36,-3.34,-437.4,-439.7,-2.4
-2.26,-3.34,-425.7,-434.0,-8.3
-2.16,-3.34,-411.3,-429.4,-18.1
-2.06,-3.34,-398.6,-425.2,-26.6
-1.96,-3.34,-388.0,-418.6,-30.6
-1.86,-3.34,-377.2,-410.5,-33.3
-1.76,-3.34,-362.2,-402.9,-40.7
-1.66,-3.34,-342.7,-392.5,-49.8
-1.56,-3.34,-320.8,-376.0,-55.1
-1.46,-3.34,-300.0,-353.5,-53.5
-1.36,-3.34,-280.8,-329.9,-49.1
-1.26,-3.34,-260.0,-319.5,-59.4
-1.16,-3.34,-236.4,-309.1,-72.7
-1.06,-3.34,-211.0,-289.6,-78.5
-0.96,-3.34,-188.0,-271.7,-83.7
-0.86,-3.34,-170.1,-263.7,-93.5
-0.76,-3.34,-151.1,-253.3,-102.1
-0.66,-3.34,-127.3,-231.5,-104.1
-0.56,-3.34,-103.9,-217.0,-113.1
-0.46,-3.34,-92.1,-205.3,-113.1
-0.36,-3.34,-96.8,-208.9,-112.2
-0.26,-3.34,-93.2,-207.6,-114.4
-0.16,-3.34,-72.4,-193.9,-121.5
-0.06,-3.34,-55.5,-169.5,-113.9
0.04,-3.34,-56.3,-144.5,-88.1
0.14,-3.34,-65.2,-108.4,-43.2
0.24,-3.34,-55.8,-79.1,-23.2
0.34,-3.34,-39.7,-78.6,-39.0
0.44,-3.34,-34.4,-83.7,-49.3
0.54,-3.34,-36.9,-93.2,-56.3
0.64,-3.34,-43.6,-109.7,-66.1
0.74,-3.34,-56.3,-138.1,-81.7
0.84,-3.34,-69.9,-157.7,-87.8
0.94,-3.34,-82.3,-181.1,-98.8
1.04,-3.34,-99.0,-208.0,-108.9
1.14,-3.34,-121.5,-225.1,-103.6
1.24,-3.34,-147.5,-242.7,-95.2
1.34,-3.34,-171.5,-266.7,-95.1
1.44,-3.34,-192.0,-288.1,-96.1
1.54,-3.34,-211.1,-310.8,-99.6
1.64,-3.34,-231.4,-347.6,-116.1
1.74,-3.34,-254.6,-374.9,-120.3
1.84,-3.34,-280.3,-391.6,-111.3
1.94,-3.34,-307.1,-405.5,-98.4
2.04,-3.34,-333.6,-421.1,-87.6
2.14,-3.34,-359.1,-438.3,-79.3
2.24,-3.34,-382.4,-453.7,-71.3
2.34,-3.34,-404.1,-469.3,-65.2
2.44,-3.34,-426.3,-485.6,-59.4
2.54,-3.34,-448.7,-497.6,-48.9
2.64,-3.34,-471.0,-513.1,-42.1
2.74,-3.34,-493.2,-529.4,-36.2
2.84,-3.34,-515.2,-541.8,-26.5
2.94,-3.34,-535.2,-552.7,-17.6
3.04,-3.34,-554.3,-563.3,-9.1
3.14,-3.34,-572.8,-570.3,2.4
3.24,-3.34,-588.5,-578.6,10.0
3.34,-3.34,-599.8,-587.5,12.4
3.44,-3.34,-606.7,-601.0,5.8
3.54,-3.34,-622.0,-625.5,-3.5
3.64,-3.34,-651.3,-652.9,-1.6
3.74,-3.34,-682.5,-677.0,5.5
3.84,-3.34,-708.2,-698.3,9.9
3.94,-3.34,-729.1,-719.0,10.1
4.04,-3.34,-748.0,-739.1,8.9
4.14,-3.34,-766.7,-757.8,8.9
4.24,-3.34,-784.7,-777.8,7.0
4.34,-3.34,-802.9,-797.8,5.1
4.44,-3.34,-821.8,-816.3,5.5
4.54,-3.34,-840.5,-836.1,4.4
4.64,-3.34,-859.5,-856.3,3.2
4.74,-3.34,-878.5,-876.9,1.6
4.84,-3.34,-897.4,-896.4,1.0
4.94,-3.34,-915.7,-914.7,1.0
-4.96,-3.44,-820.9,-820.9,0.1
-4.86,-3.44,-808.5,-810.3,-1.8
-4.76,-3.44,-795.5,-801.6,-6.1
-4.66,-3.44,-782.9,-790.3,-7.4
-4.56,-3.44,-771.5,-776.8,-5.2
-4.46,-3.44,-760.8,-762.2,-1.4
-4.36,-3.44,-751.8,-749.6,2.2
-4.26,-3.44,-746.2,-737.3,8.8
-4.16,-3.44,-742.8,-726.7,16.2
-4.06,-3.44,-742.5,-717.7,24.8
-3.96,-3.44,-736.7,-709.4,27.3
-3.86,-3.44,-718.8,-701.8,17.0
-3.76,-3.44,-692.3,-688.8,3.4
-3.66,-3.44,-664.7,-669.5,-4.7
-3.56,-3.44,-637.7,-645.1,-7.5
-3.46,-3.44,-611.6,-618.6,-7.0
-3.36,-3.44,-588.8,-594.9,-6.1
-3.26,-3.44,-570.4,-571.4,-1.0
-3.16,-3.44,-555.5,-550.2,5.3
-3.06,-3.44,-541.7,-534.1,7.6
-2.96,-3.44,-527.3,-519.6,7.7
-2.86,-3.44,-511.9,-506.2,5.7
-2.76,-3.44,-497.4,-501.2,-3.8
-2.66,-3.44,-485.1,-496.1,-11.0
-2.56,-3.44,-475.2,-485.2,-10.0
-2.46,-3.44,-466.2,-473.1,-6.9
-2.36,-3.44,-456.0,-466.7,-10.7
-2.26,-3.44,-443.1,-459.3,-16.1
-2.16,-3.44,-430.0,-453.8,-23.9
-2.06,-3.44,-419.2,-449.2,-30.0
-1.96,-3.44,-409.5,-439.5,-30.0
-1.86,-3.44,-397.6,-426.7,-29.2
-1.76,-3.44,-381.7,-411.7,-30.0
-1.66,-3.44,-363.3,-404.1,-40.7
-1.56,-3.44,-344.5,-393.6,-49.1
-1.46,-3.44,-327.0,-366.7,-39.6
-1.36,-3.44,-310.0,-352.9,-42.8
-1.26,-3.44,-291.4,-346.4,-55.0
-1.16,-3.44,-270.7,-336.0,-65.3
-1.06,-3.44,-248.1,-324.6,-76.5
-0.96,-3.44,-226.1,-315.5,-89.4
-0.86,-3.44,-206.9,-300.2,-93.3
-0.76,-3.44,-184.7,-284.4,-99.7
-0.66,-3.44,-158.7,-267.5,-108.7
-0.56,-3.44,-135.6,-259.6,-124.0
-0.46,-3.44,-123.6,-257.3,-133.6
-0.36,-3.44,-121.7,-250.2,-128.6
-0.26,-3.44,-113.1,-241.2,-128.1
-0.16,-3.44,-92.5,-232.3,-139.8
-0.06,-3.44,-72.7,-197.8,-125.1
0.04,-3.44,-65.1,-179.9,-114.9
0.14,-3.44,-68.1,-133.1,-65.0
0.24,-3.44,-66.0,-105.4,-39.4
0.34,-3.44,-57.4,-107.7,-50.3
0.44,-3.44,-52.9,-124.5,-71.6
0.54,-3.44,-54.4,-137.7,-83.3
0.64,-3.44,-62.9,-143.4,-80.5
0.74,-3.44,-81.5,-163.5,-82.0
0.84,-3.44,-102.9,-181.6,-78.7
0.94,-3.44,-121.6,-200.6,-79.0
1.04,-3.44,-140.1,-229.5,-89.4
1.14,-3.44,-161.0,-252.3,-91.2
1.24,-3.44,-185.2,-270.2,-85.0
1.34,-3.44,-209.8,-292.8,-83.0
1.44,-3.44,-231.5,-315.3,-83.8
1.54,-3.44,-250.7,-333.8,-83.1
1.64,-3.44,-269.6,-360.0,-90.4
1.74,-3.44,-290.6,-388.3,-97.6
1.84,-3.44,-314.5,-408.8,-94.3
1.94,-3.44,-339.9,-419.9,-80.0
2.04,-3.44,-364.9,-433.9,-69.0
2.14,-3.44,-388.8,-450.7,-62.0
2.24,-3.44,-410.6,-469.6,-59.0
2.34,-3.44,-430.2,-489.5,-59.3
2.44,-3.44,-449.3,-499.8,-50.5
2.54,-3.44,-468.6,-514.4,-45.8
2.64,-3.44,-487.3,-529.5,-42.2
2.74,-3.44,-505.2,-546.7,-41.5
2.84,-3.44,-522.7,-564.3,-41.6
2.94,-3.44,-539.6,-582.2,-42.6
3.04,-3.44,-557.3,-588.5,-31.2
3.14,-3.44,-574.8,-592.7,-17.9
3.24,-3.44,-591.0,-596.9,-5.9
3.34,-3.44,-603.3,-604.5,-1.2
3.44,-3.44,-612.9,-616.0,-3.1
3.54,-3.44,-629.0,-632.3,-3.3
3.64,-3.44,-657.6,-663.7,-6.1
3.74,-3.44,-690.0,-685.6,4.4
3.84,-3.44,-717.5,-706.9,10.6
3.94,-3.44,-738.9,-726.2,12.7
4.04,-3.44,-757.3,-746.2,11.0
4.14,-3.44,-775.6,-765.9,9.6
4.24,-3.44,-793.4,-784.4,9.0
4.34,-3.44,-811.5,-804.1,7.4
4.44,-3.44,-830.5,-823.4,7.1
4.54,-3.44,-849.4,-841.9,7.5
4.64,-3.44,-867.8,-860.4,7.4
4.74,-3.44,-886.2,-880.7,5.5
4.84,-3.44,-904.6,-900.0,4.6
4.94,-3.44,-922.8,-919.2,3.6
-4.96,-3.54,-830.2,-833.3,-3.1
-4.86,-3.54,-817.4,-823.1,-5.7
-4.76,-3.54,-803.5,-813.1,-9.6
-4.66,-3.54,-789.0,-800.4,-11.4
-4.56,-3.54,-775.9,-785.3,-9.4
-4.46,-3.54,-764.3,-771.9,-7.5
-4.36,-3.54,-755.0,-759.3,-4.2
-4.26,-3.54,-750.5,-744.1,6.4
-4.16,-3.54,-749.9,-727.8,22.1
-4.06,-3.54,-745.1,-720.4,24.6
-3.96,-3.54,-730.2,-711.5,18.7
-3.86,-3.54,-707.1,-702.3,4.9
-3.76,-3.54,-680.1,-684.2,-4.1
-3.66,-3.54,-654.3,-664.2,-9.9
-3.56,-3.54,-631.2,-644.4,-13.2
-3.46,-3.54,-611.2,-618.4,-7.3
-3.36,-3.54,-594.9,-596.4,-1.5
-3.26,-3.54,-582.7,-577.5,5.3
-3.16,-3.54,-571.5,-562.8,8.7
-3.06,-3.54,-559.0,-549.7,9.3
-2.96,-3.54,-545.2,-537.2,8.0
-2.86,-3.54,-530.2,-529.5,0.7
-2.76,-3.54,-516.5,-527.3,-10.8
-2.66,-3.54,-505.5,-522.3,-16.8
-2.56,-3.54,-495.9,-512.0,-16.1
-2.46,-3.54,-486.0,-502.3,-16.4
-2.36,-3.54,-474.8,-493.5,-18.7
-2.26,-3.54,-462.3,-484.9,-22.6
-2.16,-3.54,-450.3,-477.8,-27.5
-2.06,-3.54,-439.9,-470.1,-30.2
-1.96,-3.54,-428.8,-457.8,-29.0
-1.86,-3.54,-414.8,-444.5,-29.7
-1.76,-3.54,-398.8,-426.1,-27.3
-1.66,-3.54,-383.6,-413.2,-29.7
-1.56,-3.54,-369.6,-401.2,-31.6
-1.46,-3.54,-355.3,-379.9,-24.6
-1.36,-3.54,-339.7,-380.5,-40.8
-1.26,-3.54,-323.0,-374.8,-51.9
-1.16,-3.54,-305.9,-364.1,-58.3
-1.06,-3.54,-286.9,-353.2,-66.2
-0.96,-3.54,-266.7,-340.8,-74.1
-0.86,-3.54,-246.3,-330.5,-84.1
-0.76,-3.54,-223.7,-314.7,-90.9
-0.66,-3.54,-199.5,-302.2,-102.8
-0.56,-3.54,-178.9,-300.7,-121.7
-0.46,-3.54,-166.8,-291.0,-124.2
-0.36,-3.54,-160.1,-278.2,-118.0
-0.26,-3.54,-148.8,-268.6,-119.8
-0.16,-3.54,-130.8,-257.3,-126.5
-0.06,-3.54,-114.2,-241.3,-127.1
0.04,-3.54,-105.4,-208.2,-102.7
0.14,-3.54,-102.4,-156.9,-54.5
0.24,-3.54,-100.3,-128.6,-28.3
0.34,-3.54,-95.6,-129.7,-34.1
0.44,-3.54,-90.3,-180.3,-90.0
0.54,-3.54,-89.3,-183.3,-94.0
0.64,-3.54,-97.4,-179.4,-81.9
0.74,-3.54,-115.8,-198.0,-82.2
0.84,-3.54,-138.3,-210.5,-72.2
0.94,-3.54,-159.2,-222.1,-62.9
1.04,-3.54,-178.9,-245.9,-67.1
1.14,-3.54,-199.2,-273.9,-74.7
1.24,-3.54,-221.6,-296.9,-75.3
1.34,-3.54,-245.0,-317.0,-71.9
1.44,-3.54,-266.5,-339.4,-72.9
1.54,-3.54,-285.7,-358.1,-72.4
1.64,-3.54,-303.9,-377.0,-73.1
1.74,-3.54,-323.8,-397.7,-73.9
1.84,-3.54,-346.2,-418.7,-72.5
1.94,-3.54,-370.4,-430.2,-59.8
2.04,-3.54,-394.1,-443.5,-49.4
2.14,-3.54,-416.4,-460.1,-43.7
2.24,-3.54,-437.2,-487.6,-50.4
2.34,-3.54,-455.3,-499.3,-44.0
2.44,-3.54,-471.8,-514.5,-42.7
2.54,-3.54,-488.4,-530.2,-41.7
2.64,-3.54,-504.9,-546.0,-41.1
2.74,-3.54,-520.2,-566.2,-46.1
2.84,-3.54,-534.1,-592.8,-58.7
2.94,-3.54,-548.5,-614.3,-65.9
3.04,-3.54,-563.8,-624.1,-60.3
3.14,-3.54,-579.0,-626.1,-47.1
3.24,-3.54,-594.4,-626.3,-31.9
3.34,-3.54,-607.7,-627.1,-19.4
3.44,-3.54,-619.7,-636.2,-16.5
3.54,-3.54,-636.0,-645.5,-9.4
3.64,-3.54,-662.1,-672.0,-9.9
3.74,-3.54,-693.9,-694.5,-0.6
3.84,-3.54,-722.2,-713.7,8.5
3.94,-3.54,-744.5,-734.7,9.9
4.04,-3.54,-763.3,-754.7,8.5
4.14,-3.54,-782.0,-774.0,7.9
4.24,-3.54,-800.1,-792.2,7.9
4.34,-3.54,-818.8,-811.5,7.4
4.44,-3.54,-838.3,-830.4,8.0
4.54,-3.54,-857.4,-848.4,9.1
4.64,-3.54,-875.3,-866.7,8.6
4.74,-3.54,-893.1,-885.9,7.2
4.84,-3.54,-911.3,-904.7,6.6
4.94,-3.54,-929.3,-923.5,5.8
-4.96,-3.64,-840.5,-844.1,-3.6
-4.86,-3.64,-826.8,-834.8,-8.0
-4.76,-3.64,-811.9,-824.1,-12.3
-4.66,-3.64,-795.2,-810.2,-15.0
-4.56,-3.64,-779.5,-794.3,-14.7
-4.46,-3.64,-766.8,-778.8,-12.0
-4.36,-3.64,-758.9,-767.3,-8.3
-4.26,-3.64,-755.7,-749.5,6.2
-4.16,-3.64,-752.0,-730.9,21.1
-4.06,-3.64,-738.5,-722.1,16.4
-3.96,-3.64,-717.0,-710.9,6.1
-3.86,-3.64,-693.6,-695.5,-1.9
-3.76,-3.64,-670.3,-679.8,-9.5
-3.66,-3.64,-650.5,-663.8,-13.3
-3.56,-3.64,-634.6,-643.1,-8.5
-3.46,-3.64,-620.8,-623.4,-2.7
-3.36,-3.64,-608.4,-603.7,4.7
-3.26,-3.64,-598.3,-589.7,8.6
-3.16,-3.64,-587.9,-577.2,10.6
-3.06,-3.64,-575.3,-564.1,11.2
-2.96,-3.64,-561.7,-552.7,8.9
-2.86,-3.64,-547.7,-550.2,-2.6
-2.76,-3.64,-535.4,-548.1,-12.7
-2.66,-3.64,-525.3,-544.4,-19.1
-2.56,-3.64,-515.9,-534.6,-18.7
-2.46,-3.64,-505.6,-525.3,-19.7
-2.36,-3.64,-494.5,-515.6,-21.1
-2.26,-3.64,-483.0,-507.7,-24.7
-2.16,-3.64,-471.8,-501.4,-29.6
-2.06,-3.64,-460.1,-489.3,-29.3
-1.96,-3.64,-446.6,-479.5,-33.0
-1.86,-3.64,-430.5,-464.5,-34.0
-1.76,-3.64,-414.8,-444.1,-29.2
-1.66,-3.64,-403.7,-427.7,-24.0
-1.56,-3.64,-394.4,-416.3,-22.0
-1.46,-3.64,-382.7,-409.5,-26.8
-1.36,-3.64,-369.0,-406.1,-37.1
-1.26,-3.64,-355.1,-399.9,-44.8
-1.16,-3.64,-341.1,-389.7,-48.6
-1.06,-3.64,-324.9,-375.6,-50.7
-0.96,-3.64,-305.8,-360.8,-55.0
-0.86,-3.64,-285.2,-349.8,-64.6
-0.76,-3.64,-263.5,-334.8,-71.3
-0.66,-3.64,-241.9,-328.4,-86.5
-0.56,-3.64,-224.1,-325.9,-101.8
-0.46,-3.64,-212.2,-314.6,-102.4
-0.36,-3.64,-203.3,-303.7,-100.3
-0.26,-3.64,-190.7,-295.0,-104.3
-0.16,-3.64,-174.5,-275.9,-101.4
